qid,qid_label,cip_id,cip_label
Q26841897,Endocrinology and metabolism : EnM,60.0516,Endocrinology and Metabolism.
Q21685486,forensic pathology,60.0517,Forensic Pathology.
,,60.0518,Forensic Psychiatry Residency Program.
Q4039279,Gastroenterology,60.0519,Gastroenterology.
Q10384,geriatrics,60.0520,Geriatric Medicine.
,,60.0521,Geriatric Psychiatry Residency Program.
,,60.0522,Gynecologic Oncology Residency Program.
Q68511055,Hematological pathology and clinical enzymology,60.0523,Hematological Pathology.
Q103824,hematology,60.0524,Hematology.
,,60.0525,Hospice and Palliative Medicine Residency Program.
Q2745824,immunopathology,60.0526,Immunopathology.
Q18123741,infectious disease,60.0527,Infectious Disease.
,,60.0528,Interventional Cardiology Residency Program.
Q26839743,Laboratory medicine,60.0529,Laboratory Medicine.
,,60.0530,Maternal and Fetal Medicine Residency Program.
,,60.0531,Medical Biochemical Genetics Residency Program.
,,60.0532,Medical Microbiology Residency Program.
,,60.0533,Medical Nuclear Physics Residency Program.
Q162555,oncology,60.0534,Oncology.
,,60.0535,Medical Toxicology Residency Program.
,,60.0536,Molecular Genetic Pathology Residency Program.
Q78869190,Musculoskeletal oncology,60.0537,Musculoskeletal Oncology.
Q46128359,Neonatal-Perinatal Medicine,60.0538,Neonatal-Perinatal Medicine.
Q177635,nephrology,60.0539,Nephrology.
,,60.0540,Neurodevelopmental Disabilities Residency Program.
,,60.0541,Neuromuscular Medicine Residency Program.
Q15761930,Neuropathology,60.0542,Neuropathology.
,,60.0543,Neuroradiology Residency Program.
,,60.0544,Neurotology Residency Program.
Q95439184,Nuclear radiology,60.0545,Nuclear Radiology.
,,60.0546,Orthopedic Sports Medicine Residency Program.
,,60.0547,Orthopedic Surgery of the Spine.
,,60.0548,Pain Medicine Residency Program.
Q2232591,Pediatric Cardiology,60.0549,Pediatric Cardiology.
,,60.0550,Pediatric Critical Care Medicine Residency Program.
,,60.0551,Pediatric Dermatology Residency Program.
,,60.0552,Pediatric Emergency Medicine Residency Program.
Q13604278,pediatric endocrinology,60.0553,Pediatric Endocrinology.
,,60.0554,Pediatric Gastroenterology Residency Program.
Q72520347,Pediatric hemato-oncology in India,60.0555,Pediatric Hemato-Oncology.
,,60.0556,Pediatric Infectious Diseases Residency Program.
Q15749796,Pediatric Nephrology,60.0557,Pediatric Nephrology.
Q96575561,pediatric orthopaedics,60.0558,Pediatric Orthopedics.
,,60.0559,Pediatric Otolaryngology Residency Program.
,,60.0560,Pediatric Pathology Residency Program.
,,60.0561,Pediatric Pulmonology Residency Program.
,,60.0562,Pediatric Radiology Residency Program.
,,60.0563,Pediatric Rehabilitation Medicine Residency Program.
,,60.0564,Pediatric Rheumatology Residency Program.
Q1430816,pediatric surgery,60.0565,Pediatric Surgery.
,,60.0566,Pediatric Transplant Hepatology Residency Program.
Q1741922,pediatric urology,60.0567,Pediatric Urology.
Q15816818,Physical Medicine and Rehabilitation,60.0568,Physical Medicine and Rehabilitation/Psychiatry.
,,60.0569,Plastic Surgery Within the Head and Neck Residency Program.
,,60.0570,Psychosomatic Medicine Residency Program.
Q3392853,lung disease,60.0571,Pulmonary Disease.
,,60.0572,Radioisotopic Pathology.
Q50811382,Reproduktivnaâ Èndokrinologiâ,60.0573,Reproductive Endocrinology/Infertility Residency Program.
Q327657,rheumatology,60.0574,Rheumatology.
,,60.0575,Sleep Medicine Residency Program.
,,60.0576,Spinal Cord Injury Medicine Residency Program.
Q15762097,Sports Medicine,60.0577,Sports Medicine.
Q5647131,Hand Surgery,60.0578,Hand Surgery.
Q68773245,Critical Care Surgery Unit in general and digestive system surgery,60.0579,Critical Care Surgery.
,,60.0580,Therapeutic Radiologic Physics Residency Program.
,,60.0581,Transplant Hepatology Residency Program.
,,60.0582,Undersea and Hyperbaric Medicine Residency Program.
,,60.0583,Vascular and Interventional Radiology Residency Program.
,,60.0584,Vascular Neurology Residency Program.
,,60.0601,Podiatric Medicine and Surgery - 24 Residency Program.
,,60.0602,Podiatric Medicine and Surgery - 36 Residency Program.
