
item,itemLabel,itemDescription,enwiki,period,periodLabel,start,end,instance,instanceLabel
http://www.wikidata.org/entity/Q26897,Gallia Narbonensis,Roman Empire province from 121 BC until 5th century,Gallia Narbonensis,http://www.wikidata.org/entity/Q486761,classical antiquity,-0123-01-01T00:00:00Z,0314-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q495053,Cura annonae,social welfare policy of grain distribution in ancient Rome,Cura annonae,http://www.wikidata.org/entity/Q2277,Roman Empire,-0122-01-01T00:00:00Z,0476-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2483208,social security
http://www.wikidata.org/entity/Q495053,Cura annonae,social welfare policy of grain distribution in ancient Rome,Cura annonae,http://www.wikidata.org/entity/Q17167,Roman Republic,-0122-01-01T00:00:00Z,0476-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2483208,social security
http://www.wikidata.org/entity/Q1030200,Campana reliefs,Ancient Roman terracotta reliefs,Campana reliefs,http://www.wikidata.org/entity/Q486761,classical antiquity,-0100-01-01T00:00:00Z,0200-01-01T00:00:00Z,http://www.wikidata.org/entity/Q55343969,building ceramics
http://www.wikidata.org/entity/Q136541115,Conventus Tarraconensis,Administrative subdivision of the Roman province of Hispania Tarraconensis.,,http://www.wikidata.org/entity/Q2277,Roman Empire,-0100-01-01T00:00:00Z,0500-01-01T00:00:00Z,http://www.wikidata.org/entity/Q429699,conventus iuridicus
http://www.wikidata.org/entity/Q5256588,RRC 363/1,type of coin in Roman Republican Coinage,Denarius of L. Censorinus,http://www.wikidata.org/entity/Q17167,Roman Republic,-0081-01-01T00:00:00Z,-0081-01-01T00:00:00Z,http://www.wikidata.org/entity/Q41207,coin
http://www.wikidata.org/entity/Q5256588,RRC 363/1,type of coin in Roman Republican Coinage,Denarius of L. Censorinus,http://www.wikidata.org/entity/Q17167,Roman Republic,-0081-01-01T00:00:00Z,-0081-01-01T00:00:00Z,http://www.wikidata.org/entity/Q113813711,coin type
http://www.wikidata.org/entity/Q913382,Bithynia et Pontus,Roman province,Bithynia and Pontus,http://www.wikidata.org/entity/Q2277,Roman Empire,-0070-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q15843470,Roman Palestine,the period of Roman control over the Southern Levant,Roman Palestine,http://www.wikidata.org/entity/Q486761,classical antiquity,-0063-01-01T00:00:00Z,0324-01-01T00:00:00Z,http://www.wikidata.org/entity/Q161243,dependent territory
http://www.wikidata.org/entity/Q15843470,Roman Palestine,the period of Roman control over the Southern Levant,Roman Palestine,http://www.wikidata.org/entity/Q486761,classical antiquity,-0063-01-01T00:00:00Z,0324-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1620908,historical region
http://www.wikidata.org/entity/Q15843470,Roman Palestine,the period of Roman control over the Southern Levant,Roman Palestine,http://www.wikidata.org/entity/Q486761,classical antiquity,-0063-01-01T00:00:00Z,0324-01-01T00:00:00Z,http://www.wikidata.org/entity/Q11514315,historical period
http://www.wikidata.org/entity/Q207118,Roman Syria,Roman province (64 BC - 198 AD),Roman Syria,http://www.wikidata.org/entity/Q2277,Roman Empire,-0063-01-01T00:00:00Z,0197-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q715380,First Triumvirate,"alliance between Roman politicians Caesar, Pompey and Crassus",First Triumvirate,http://www.wikidata.org/entity/Q17167,Roman Republic,-0059-01-01T00:00:00Z,-0052-01-01T00:00:00Z,http://www.wikidata.org/entity/Q878249,alliance
http://www.wikidata.org/entity/Q1812766,Legio XI Claudia,Roman legion,Legio XI Claudia,http://www.wikidata.org/entity/Q17167,Roman Republic,-0057-01-01T00:00:00Z,0450-01-01T00:00:00Z,http://www.wikidata.org/entity/Q163323,Roman legion
http://www.wikidata.org/entity/Q917212,Legio I Germanica,Roman legion,Legio I Germanica,http://www.wikidata.org/entity/Q486761,classical antiquity,-0047-01-01T00:00:00Z,0070-01-01T00:00:00Z,http://www.wikidata.org/entity/Q163323,Roman legion
http://www.wikidata.org/entity/Q570515,Antonia Fortress,military barracks in Jerusalem,Antonia Fortress,http://www.wikidata.org/entity/Q15843470,Roman Palestine,-0036-01-01T00:00:00Z,0070-01-01T00:00:00Z,http://www.wikidata.org/entity/Q23413,castle
http://www.wikidata.org/entity/Q570515,Antonia Fortress,military barracks in Jerusalem,Antonia Fortress,http://www.wikidata.org/entity/Q15843470,Roman Palestine,-0036-01-01T00:00:00Z,0070-01-01T00:00:00Z,http://www.wikidata.org/entity/Q19860854,destroyed building or structure
http://www.wikidata.org/entity/Q16000109,Herodian Kingdom of Judea,"client state of the Roman Republic from 37 BCE, when Herod the Great was appointed ""King of the Jews"" by the Roman Senate",Herodian kingdom,http://www.wikidata.org/entity/Q15843470,Roman Palestine,-0036-01-01T00:00:00Z,-0003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3024240,historical country
http://www.wikidata.org/entity/Q16000109,Herodian Kingdom of Judea,"client state of the Roman Republic from 37 BCE, when Herod the Great was appointed ""King of the Jews"" by the Roman Senate",Herodian kingdom,http://www.wikidata.org/entity/Q15843470,Roman Palestine,-0036-01-01T00:00:00Z,-0003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3932035,ancient Roman client kingdom
http://www.wikidata.org/entity/Q570515,Antonia Fortress,military barracks in Jerusalem,Antonia Fortress,http://www.wikidata.org/entity/Q15843470,Roman Palestine,-0034-01-01T00:00:00Z,0070-01-01T00:00:00Z,http://www.wikidata.org/entity/Q23413,castle
http://www.wikidata.org/entity/Q570515,Antonia Fortress,military barracks in Jerusalem,Antonia Fortress,http://www.wikidata.org/entity/Q15843470,Roman Palestine,-0034-01-01T00:00:00Z,0070-01-01T00:00:00Z,http://www.wikidata.org/entity/Q19860854,destroyed building or structure
http://www.wikidata.org/entity/Q202311,Roman Egypt,Roman province that encompassed most of modern-day Egypt,Roman Egypt,http://www.wikidata.org/entity/Q2277,Roman Empire,-0029-01-01T00:00:00Z,0642-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q204772,Achaea,Roman province,Achaia (Roman province),http://www.wikidata.org/entity/Q486761,classical antiquity,-0026-01-01T00:00:00Z,0690-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q2277,Roman Empire,period of ancient Rome following the Republic,Roman Empire,http://www.wikidata.org/entity/Q486761,classical antiquity,-0026-01-01T00:00:00Z,0395-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3024240,historical country
http://www.wikidata.org/entity/Q2277,Roman Empire,period of ancient Rome following the Republic,Roman Empire,http://www.wikidata.org/entity/Q486761,classical antiquity,-0026-01-01T00:00:00Z,0395-01-01T00:00:00Z,http://www.wikidata.org/entity/Q11514315,historical period
http://www.wikidata.org/entity/Q26203875,consul of the Roman Empire,an ancient Roman consul during the imperial period,,http://www.wikidata.org/entity/Q2277,Roman Empire,-0026-01-01T00:00:00Z,0541-01-01T00:00:00Z,http://www.wikidata.org/entity/Q17279032,elective office
http://www.wikidata.org/entity/Q98209109,early imperial Roman consul,,,http://www.wikidata.org/entity/Q787204,High Roman Empire,-0026-01-01T00:00:00Z,0284-01-01T00:00:00Z,http://www.wikidata.org/entity/Q17279032,elective office
http://www.wikidata.org/entity/Q1249412,Galatia,Roman province (25 BC - 7th century),Galatia (Roman province),http://www.wikidata.org/entity/Q2277,Roman Empire,-0024-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q1249412,Galatia,Roman province (25 BC - 7th century),Galatia (Roman province),http://www.wikidata.org/entity/Q17167,Roman Republic,-0024-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q6088742,Transduriana,a possible province of the Roman Empire,,http://www.wikidata.org/entity/Q1747689,Ancient Rome,-0024-01-01T00:00:00Z,-0012-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q6088742,Transduriana,a possible province of the Roman Empire,,http://www.wikidata.org/entity/Q1747689,Ancient Rome,-0024-01-01T00:00:00Z,-0014-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q131434,Noricum,Celtic federation; province of the Roman Empire,Noricum,http://www.wikidata.org/entity/Q2277,Roman Empire,-0015-01-01T00:00:00Z,0476-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1250464,realm
http://www.wikidata.org/entity/Q131434,Noricum,Celtic federation; province of the Roman Empire,Noricum,http://www.wikidata.org/entity/Q2277,Roman Empire,-0015-01-01T00:00:00Z,0476-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1620908,historical region
http://www.wikidata.org/entity/Q1613773,Herodian tetrarchy,four-way division of Herod the Great's Levantine kingdom upon his death,Herodian tetrarchy,http://www.wikidata.org/entity/Q15843470,Roman Palestine,-0003-01-01T00:00:00Z,0044-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3932035,ancient Roman client kingdom
http://www.wikidata.org/entity/Q1613773,Herodian tetrarchy,four-way division of Herod the Great's Levantine kingdom upon his death,Herodian tetrarchy,http://www.wikidata.org/entity/Q15843470,Roman Palestine,-0003-01-01T00:00:00Z,0044-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6555883,tetrarchy
http://www.wikidata.org/entity/Q1094262,Citânia de Briteiros,"building in Guimarãeses, Braga District, Portugal",Citânia de Briteiros,http://www.wikidata.org/entity/Q2277,Roman Empire,-0001-01-01T00:00:00Z,0400-01-01T00:00:00Z,http://www.wikidata.org/entity/Q210272,cultural heritage
http://www.wikidata.org/entity/Q1094262,Citânia de Briteiros,"building in Guimarãeses, Braga District, Portugal",Citânia de Briteiros,http://www.wikidata.org/entity/Q11764,Iron Age,-0001-01-01T00:00:00Z,0400-01-01T00:00:00Z,http://www.wikidata.org/entity/Q210272,cultural heritage
http://www.wikidata.org/entity/Q1094262,Citânia de Briteiros,"building in Guimarãeses, Braga District, Portugal",Citânia de Briteiros,http://www.wikidata.org/entity/Q2277,Roman Empire,-0001-01-01T00:00:00Z,0400-01-01T00:00:00Z,http://www.wikidata.org/entity/Q744099,hillfort
http://www.wikidata.org/entity/Q1094262,Citânia de Briteiros,"building in Guimarãeses, Braga District, Portugal",Citânia de Briteiros,http://www.wikidata.org/entity/Q11764,Iron Age,-0001-01-01T00:00:00Z,0400-01-01T00:00:00Z,http://www.wikidata.org/entity/Q744099,hillfort
http://www.wikidata.org/entity/Q1094262,Citânia de Briteiros,"building in Guimarãeses, Braga District, Portugal",Citânia de Briteiros,http://www.wikidata.org/entity/Q2277,Roman Empire,-0001-01-01T00:00:00Z,0400-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q1094262,Citânia de Briteiros,"building in Guimarãeses, Braga District, Portugal",Citânia de Briteiros,http://www.wikidata.org/entity/Q11764,Iron Age,-0001-01-01T00:00:00Z,0400-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q1094262,Citânia de Briteiros,"building in Guimarãeses, Braga District, Portugal",Citânia de Briteiros,http://www.wikidata.org/entity/Q2277,Roman Empire,-0001-01-01T00:00:00Z,0400-01-01T00:00:00Z,http://www.wikidata.org/entity/Q21752084,Roman archaeological site
http://www.wikidata.org/entity/Q1094262,Citânia de Briteiros,"building in Guimarãeses, Braga District, Portugal",Citânia de Briteiros,http://www.wikidata.org/entity/Q11764,Iron Age,-0001-01-01T00:00:00Z,0400-01-01T00:00:00Z,http://www.wikidata.org/entity/Q21752084,Roman archaeological site
http://www.wikidata.org/entity/Q5785592,Conventus Caesaraugustanus,Administrative subdivision of the Roman province of Hispania Tarraconensis.,,http://www.wikidata.org/entity/Q2277,Roman Empire,-0001-01-01T00:00:00Z,0500-01-01T00:00:00Z,http://www.wikidata.org/entity/Q429699,conventus iuridicus
http://www.wikidata.org/entity/Q55846279,Elexazar,archaeological site in Spain,,http://www.wikidata.org/entity/Q2277,Roman Empire,0001-01-01T00:00:00Z,0300-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q55846279,Elexazar,archaeological site in Spain,,http://www.wikidata.org/entity/Q2277,Roman Empire,0001-01-01T00:00:00Z,0300-01-01T00:00:00Z,http://www.wikidata.org/entity/Q19860854,destroyed building or structure
http://www.wikidata.org/entity/Q208188,Moche culture,culture that flourished 100 to 700 during the Regional Development Epoch in modern Peru,Moche culture,http://www.wikidata.org/entity/Q36422,Neolithic,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q8432,civilization
http://www.wikidata.org/entity/Q208188,Moche culture,culture that flourished 100 to 700 during the Regional Development Epoch in modern Peru,Moche culture,http://www.wikidata.org/entity/Q202390,pre-Columbian era,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q8432,civilization
http://www.wikidata.org/entity/Q208188,Moche culture,culture that flourished 100 to 700 during the Regional Development Epoch in modern Peru,Moche culture,http://www.wikidata.org/entity/Q36422,Neolithic,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q11042,culture
http://www.wikidata.org/entity/Q208188,Moche culture,culture that flourished 100 to 700 during the Regional Development Epoch in modern Peru,Moche culture,http://www.wikidata.org/entity/Q202390,pre-Columbian era,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q11042,culture
http://www.wikidata.org/entity/Q208188,Moche culture,culture that flourished 100 to 700 during the Regional Development Epoch in modern Peru,Moche culture,http://www.wikidata.org/entity/Q36422,Neolithic,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q208188,Moche culture,culture that flourished 100 to 700 during the Regional Development Epoch in modern Peru,Moche culture,http://www.wikidata.org/entity/Q202390,pre-Columbian era,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q208188,Moche culture,culture that flourished 100 to 700 during the Regional Development Epoch in modern Peru,Moche culture,http://www.wikidata.org/entity/Q36422,Neolithic,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1292119,style
http://www.wikidata.org/entity/Q208188,Moche culture,culture that flourished 100 to 700 during the Regional Development Epoch in modern Peru,Moche culture,http://www.wikidata.org/entity/Q202390,pre-Columbian era,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1292119,style
http://www.wikidata.org/entity/Q116795888,Teotihuacan civilization,Mesoamerican former civilization,,http://www.wikidata.org/entity/Q3063552,Mesoamerican Preclassic period,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q11042,culture
http://www.wikidata.org/entity/Q116795888,Teotihuacan civilization,Mesoamerican former civilization,,http://www.wikidata.org/entity/Q6073099,Mesoamerican Classic period,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q11042,culture
http://www.wikidata.org/entity/Q116795888,Teotihuacan civilization,Mesoamerican former civilization,,http://www.wikidata.org/entity/Q3063552,Mesoamerican Preclassic period,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q874405,social group
http://www.wikidata.org/entity/Q116795888,Teotihuacan civilization,Mesoamerican former civilization,,http://www.wikidata.org/entity/Q6073099,Mesoamerican Classic period,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q874405,social group
http://www.wikidata.org/entity/Q116795888,Teotihuacan civilization,Mesoamerican former civilization,,http://www.wikidata.org/entity/Q3063552,Mesoamerican Preclassic period,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1292119,style
http://www.wikidata.org/entity/Q116795888,Teotihuacan civilization,Mesoamerican former civilization,,http://www.wikidata.org/entity/Q6073099,Mesoamerican Classic period,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1292119,style
http://www.wikidata.org/entity/Q116795888,Teotihuacan civilization,Mesoamerican former civilization,,http://www.wikidata.org/entity/Q3063552,Mesoamerican Preclassic period,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3024240,historical country
http://www.wikidata.org/entity/Q116795888,Teotihuacan civilization,Mesoamerican former civilization,,http://www.wikidata.org/entity/Q6073099,Mesoamerican Classic period,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3024240,historical country
http://www.wikidata.org/entity/Q116795888,Teotihuacan civilization,Mesoamerican former civilization,,http://www.wikidata.org/entity/Q3063552,Mesoamerican Preclassic period,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q28171280,ancient civilization
http://www.wikidata.org/entity/Q116795888,Teotihuacan civilization,Mesoamerican former civilization,,http://www.wikidata.org/entity/Q6073099,Mesoamerican Classic period,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q28171280,ancient civilization
http://www.wikidata.org/entity/Q116795888,Teotihuacan civilization,Mesoamerican former civilization,,http://www.wikidata.org/entity/Q3063552,Mesoamerican Preclassic period,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q116795925,Mesoamerican civilization
http://www.wikidata.org/entity/Q116795888,Teotihuacan civilization,Mesoamerican former civilization,,http://www.wikidata.org/entity/Q6073099,Mesoamerican Classic period,0001-01-01T00:00:00Z,0700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q116795925,Mesoamerican civilization
http://www.wikidata.org/entity/Q1003997,Judaea,province of the Roman Empire (6–135 CE),Judaea (Roman province),http://www.wikidata.org/entity/Q15843470,Roman Palestine,0006-01-01T00:00:00Z,0135-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q5420288,exile of Ovid,exile of Ovid from Rome to Tomis (now Romania) by emperor Augustus,Exile of Ovid,http://www.wikidata.org/entity/Q2277,Roman Empire,0008-01-01T00:00:00Z,0017-01-01T00:00:00Z,http://www.wikidata.org/entity/Q188863,exile
http://www.wikidata.org/entity/Q28038924,RIC I Tiberius 29,type of coin in Roman Imperial Coinage,,http://www.wikidata.org/entity/Q787204,High Roman Empire,0014-01-01T00:00:00Z,0037-01-01T00:00:00Z,http://www.wikidata.org/entity/Q41207,coin
http://www.wikidata.org/entity/Q28038924,RIC I Tiberius 29,type of coin in Roman Imperial Coinage,,http://www.wikidata.org/entity/Q787204,High Roman Empire,0014-01-01T00:00:00Z,0037-01-01T00:00:00Z,http://www.wikidata.org/entity/Q41207,coin
http://www.wikidata.org/entity/Q28038924,RIC I Tiberius 29,type of coin in Roman Imperial Coinage,,http://www.wikidata.org/entity/Q787204,High Roman Empire,0014-01-01T00:00:00Z,0037-01-01T00:00:00Z,http://www.wikidata.org/entity/Q41207,coin
http://www.wikidata.org/entity/Q28038924,RIC I Tiberius 29,type of coin in Roman Imperial Coinage,,http://www.wikidata.org/entity/Q787204,High Roman Empire,0014-01-01T00:00:00Z,0037-01-01T00:00:00Z,http://www.wikidata.org/entity/Q41207,coin
http://www.wikidata.org/entity/Q28038924,RIC I Tiberius 29,type of coin in Roman Imperial Coinage,,http://www.wikidata.org/entity/Q787204,High Roman Empire,0014-01-01T00:00:00Z,0037-01-01T00:00:00Z,http://www.wikidata.org/entity/Q113813711,coin type
http://www.wikidata.org/entity/Q28038924,RIC I Tiberius 29,type of coin in Roman Imperial Coinage,,http://www.wikidata.org/entity/Q787204,High Roman Empire,0014-01-01T00:00:00Z,0037-01-01T00:00:00Z,http://www.wikidata.org/entity/Q113813711,coin type
http://www.wikidata.org/entity/Q28038924,RIC I Tiberius 29,type of coin in Roman Imperial Coinage,,http://www.wikidata.org/entity/Q787204,High Roman Empire,0014-01-01T00:00:00Z,0037-01-01T00:00:00Z,http://www.wikidata.org/entity/Q113813711,coin type
http://www.wikidata.org/entity/Q28038924,RIC I Tiberius 29,type of coin in Roman Imperial Coinage,,http://www.wikidata.org/entity/Q787204,High Roman Empire,0014-01-01T00:00:00Z,0037-01-01T00:00:00Z,http://www.wikidata.org/entity/Q113813711,coin type
http://www.wikidata.org/entity/Q170062,Pannonia,province of the Roman Empire (20 - 107 AD),Pannonia,http://www.wikidata.org/entity/Q2277,Roman Empire,0020-01-01T00:00:00Z,0107-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q188650,Lusitania,Roman province in Hispania (27 BC - c.410 AD),Lusitania,http://www.wikidata.org/entity/Q486761,classical antiquity,0027-01-01T00:00:00Z,0409-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q1244742,Mauretania Tingitana,Roman Province,Mauretania Tingitana,http://www.wikidata.org/entity/Q2277,Roman Empire,0040-01-01T00:00:00Z,0258-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q28084,Gaya confederacy,confederacy of territorial polities in the Korean Nakdong River basin (AD 42-562),Kaya confederacy,http://www.wikidata.org/entity/Q165292,Three Kingdoms of Korea,0042-01-01T00:00:00Z,0562-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3024240,historical country
http://www.wikidata.org/entity/Q185103,Roman Britain,Britain under Roman rule (43 AD - c.410 AD),Roman Britain,http://www.wikidata.org/entity/Q2277,Roman Empire,0043-01-01T00:00:00Z,0409-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q51488513,Porta Romana,Roman city gate of Milan,,http://www.wikidata.org/entity/Q2277,Roman Empire,0049-01-01T00:00:00Z,1162-01-01T00:00:00Z,http://www.wikidata.org/entity/Q82117,city gate
http://www.wikidata.org/entity/Q51488513,Porta Romana,Roman city gate of Milan,,http://www.wikidata.org/entity/Q17167,Roman Republic,0049-01-01T00:00:00Z,1162-01-01T00:00:00Z,http://www.wikidata.org/entity/Q82117,city gate
http://www.wikidata.org/entity/Q51488513,Porta Romana,Roman city gate of Milan,,http://www.wikidata.org/entity/Q42834,Western Roman Empire,0049-01-01T00:00:00Z,1162-01-01T00:00:00Z,http://www.wikidata.org/entity/Q82117,city gate
http://www.wikidata.org/entity/Q608574,Legio I Adiutrix,Roman legion,Legio I Adiutrix,http://www.wikidata.org/entity/Q486761,classical antiquity,0068-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/2670fbb1f84aac39dc77a73e115c95d2,http://www.wikidata.org/entity/Q163323,Roman legion
http://www.wikidata.org/entity/Q1246140,Lycia et Pamphylia,Roman province (74-325),Lycia et Pamphylia,http://www.wikidata.org/entity/Q2277,Roman Empire,0074-01-01T00:00:00Z,0325-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q670837,Moesia Superior,Roman province,Moesia Superior,http://www.wikidata.org/entity/Q2277,Roman Empire,0086-01-01T00:00:00Z,0270-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q15847685,Setifis,Roman city of North Africa,Setifis,http://www.wikidata.org/entity/Q2277,Roman Empire,0097-01-01T00:00:00Z,0680-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q15847685,Setifis,Roman city of North Africa,Setifis,http://www.wikidata.org/entity/Q2277,Roman Empire,0097-01-01T00:00:00Z,0680-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2202509,Roman city
http://www.wikidata.org/entity/Q133607492,Weycock Hill Roman site,"Roman archaeological near Waltham St Lawrence, United Kingdom",,http://www.wikidata.org/entity/Q131987978,Romano-British period,0100-01-01T00:00:00Z,0400-01-01T00:00:00Z,http://www.wikidata.org/entity/Q21752084,Roman archaeological site
http://www.wikidata.org/entity/Q1254480,Roman Armenia,Roman province,Roman Armenia,http://www.wikidata.org/entity/Q2277,Roman Empire,0114-01-01T00:00:00Z,0118-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q121301899,Arch of Trajan at Dura-Europos,"triple bay arch located outside walls of Dura-Europos c.1.7 km NW of Palmyrene Gate; inscription dedicated to Trajan by Legio III Cyrenaica, duplicated on each side of arch",,http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",0116-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/906b2deb4cfd6786089eac74526f64af,http://www.wikidata.org/entity/Q109607,ruins
http://www.wikidata.org/entity/Q121301899,Arch of Trajan at Dura-Europos,"triple bay arch located outside walls of Dura-Europos c.1.7 km NW of Palmyrene Gate; inscription dedicated to Trajan by Legio III Cyrenaica, duplicated on each side of arch",,http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",0116-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/906b2deb4cfd6786089eac74526f64af,http://www.wikidata.org/entity/Q143912,triumphal arch
http://www.wikidata.org/entity/Q121301899,Arch of Trajan at Dura-Europos,"triple bay arch located outside walls of Dura-Europos c.1.7 km NW of Palmyrene Gate; inscription dedicated to Trajan by Legio III Cyrenaica, duplicated on each side of arch",,http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",0116-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/906b2deb4cfd6786089eac74526f64af,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q121301899,Arch of Trajan at Dura-Europos,"triple bay arch located outside walls of Dura-Europos c.1.7 km NW of Palmyrene Gate; inscription dedicated to Trajan by Legio III Cyrenaica, duplicated on each side of arch",,http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",0116-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/906b2deb4cfd6786089eac74526f64af,http://www.wikidata.org/entity/Q1365135,dedicatory inscription
http://www.wikidata.org/entity/Q121301899,Arch of Trajan at Dura-Europos,"triple bay arch located outside walls of Dura-Europos c.1.7 km NW of Palmyrene Gate; inscription dedicated to Trajan by Legio III Cyrenaica, duplicated on each side of arch",,http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",0116-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/906b2deb4cfd6786089eac74526f64af,http://www.wikidata.org/entity/Q1640824,inscription
http://www.wikidata.org/entity/Q121301899,Arch of Trajan at Dura-Europos,"triple bay arch located outside walls of Dura-Europos c.1.7 km NW of Palmyrene Gate; inscription dedicated to Trajan by Legio III Cyrenaica, duplicated on each side of arch",,http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",0116-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/906b2deb4cfd6786089eac74526f64af,http://www.wikidata.org/entity/Q2065736,cultural property
http://www.wikidata.org/entity/Q121301899,Arch of Trajan at Dura-Europos,"triple bay arch located outside walls of Dura-Europos c.1.7 km NW of Palmyrene Gate; inscription dedicated to Trajan by Legio III Cyrenaica, duplicated on each side of arch",,http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",0116-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/906b2deb4cfd6786089eac74526f64af,http://www.wikidata.org/entity/Q4989906,monument
