qid,label,description,instance_of,instance_of_label,part_of,part_of_label,subclass_of,subclass_of_label
Q136966172,nanospectroscopy,an analytical technique that studies the interaction of light with matter at the nanoscale (typically 1 to 100 nanometers),Q11862829,,,,Q1443081,
Q921406,nanotribology,"study of friction, wear, adhesion and lubrication phenomena at the nanoscale",Q11862829,,Q114049647,,,
Q124625941,narrative cartography,subdiscipline of cartography,Q124749729,,Q124625812,,Q42515,
Q382451,narratology,study of narrative structures,Q11862829,,,,Q459381,
Q105782689,national affairs,,Q11862829,,,,,
Q2599565,national character studies,,Q11862829,,,,Q23404,
Q102255261,national resource management,academic discipline,Q11862829,,,,Q14431238,
Q102315485,national resource strategy,academic discipline,Q11862829,,,,Q102255261,
Q105363160,national security affairs,academic discipline,Q11862829,,,,,
Q101626226,national security and strategic studies,academic discipline,Q11862829,,,,Q107155520,
Q104761613,national security policy studies,study of national security policy,Q11862829,,,,,
Q101476843,national security strategy,academic discipline,Q11862829,,Q258307,,Q185451,
Q107155520,national security studies,academic discipline,Q11862829,,Q1280151,,,
Q4314780,nationalism studies,interdisciplinary academic field devoted to the study of nationalism and related issues,Q11862829,,,,,
Q484591,natural history,study of organisms including plants or animals in their environment,Q81517619,,,,Q7991,
Q1513879,natural language generation,automatic text generation using a computer algorithm,Q11862829,,,,Q30642,
Q30642,natural language processing,field of computer science and linguistics,Q135892289,,,,Q11862829,
Q683834,natural product chemistry,science studying chemical aspects of natural products,Q11862829,,,,Q11351,
Q3743137,natural resource management,management of natural resources,Q11862829,,Q919526,,Q29017603,
Q43400663,natural resource science,part of science,Q11862829,,,,Q336,
Q105575840,natural resources,field of study,Q11862829,,,,Q8134,
Q55648438,natural resources engineering,field of research covering the extraction of natural resources,Q11862829,,,,Q146326,
Q11879847,natural resources law,study of laws governing natural resource management,Q11862829,,,,Q7748,
Q55714778,natural resources law and international environmental law,academic study program in natural resources law and international environmental law,Q11862829,,,,Q7748,
Q7991,natural science,branch of science about the natural world,Q11862829,,,,Q336,
Q20113959,nature conservation,"conservation of biodiversity, environment, and natural resources, including protection and management",Q104193250,,Q219416,,Q628403,
Q213403,naturopathy,"form of alternative medicine, drugless system of therapy",Q31338769,,,,Q188504,
Q123654087,nautical cartography,subdiscipline of cartography,Q124749729,,,,Q42515,
Q1136352,naval architecture,engineering discipline dealing with the design and construction of marine vessels,Q11862829,,Q101910631,,Q12271,
Q101910631,naval architecture and marine engineering,engineering discipline,Q11862829,,,,Q1136352,
Q133503125,naval construction,academic discipline,Q11862829,,Q101910631,,,
Q110987467,naval science,academic discipline,Q11862829,,,,,
Q102066,navigation,"process of monitoring and directing the movement of a person, craft or vehicle from one place to another",Q11862829,,,,Q451967,
Q12040626,necrology,"the study of the phenomena of death, involving determination of the moment of death and the different changes that occur in the tissues of the body after death",Q28598684,,,,Q420,
Q6987443,negotiation theory,"theory about how groups of reasonably bright individuals should and could make joint, collaborative decisions",Q11862829,,,,,
Q2355208,nematology,"scientific discipline concerned with the study of nematodes, also called roundworms",Q99397804,,,,Q12744095,
Q1674119,neogeography,amateur-focused geography,Q11862829,,,,Q1071,
Q134467910,neology,linguistic discipline studying new words and phrases,Q11862829,,,,Q178433,
Q898674,neonatology,"medical care of newborns, especially the ill or premature",Q11862829,,Q582071,,Q420,
Q129090673,neossology,branch of ornithology dealing with the incubation of eggs and rearing of young birds,Q99397804,,,,Q44703,
Q177635,nephrology,medical specialty that concerns itself with the kidneys,Q11862829,,Q11180,,Q11190,
Q9195957,network dynamics,research field,Q11862829,,,,,
Q96395242,network neuroscience,approach to understanding the human brain,Q11862829,,Q2434424,,,
Q2434424,network science,academic field,Q11862829,,,,,
Q1192971,network theory,study of graphs as a representation of relations between discrete objects,Q11862829,,Q131476,,Q17737,
Q948647,neuroanatomy,branch of neuroscience,Q11862829,,,,Q2728012,
Q107658548,neuroarchitecture,neuroscience applied to architecture,Q11862829,,,,,
Q29957723,neurobehavioral genetics,academic field,Q11862829,,,,Q7162,
Q2728012,neurobiology,scientific study of the biology of the nervous system,Q28598684,,,,Q207011,
Q21662378,neurocommunications,,Q11862829,,,,Q3305355,
Q129092748,neurocytology,the study of the nervous system at the cellular (neuronal) level,Q28598684,,,,Q3009579,
Q1045712,neuroeconomics,interdisciplinary field,Q11862829,,,,Q207011,
Q6041275,neuroembryology,branch of embryology dealing with the development of the nervous system,Q28598684,,,,Q2728012,
Q1335366,neuroendocrinology,branch of biology (specifically of physiology) which studies the interaction between the nervous system and the endocrine system,Q28598684,,Q2728012,,,
Q1195659,neuroesthetics,Sub-discipline of empirical aesthetics,Q11862829,,,,Q35986,
Q1336265,neuroethology,study of animal behavior and its underlying mechanistic control by the nervous system,Q11862829,,,,,
Q3338668,neurogastroenterology,"neurology of the gastrointestinal tract, liver, gallbladder, and pancreas",Q11862829,,,,Q120569,
Q25303637,neurogenomics,study of how the genome of an organism influences the development and function of its nervous system,Q11862829,,,,Q1068690,
Q129093219,neurohistology,branch of histology concerned with the nervous system,Q28598684,,,,Q2728012,
Q107859286,neuroimaging research,research involving neuroimaging techniques as a method or subject,Q11862829,,,,Q42240,
Q83042,neurology,medical specialty dealing with disorders of the nervous system,Q11862829,,,,Q131850943,
Q1981283,neuromathematics,the branch of computer mathematics that is applied to the development of methods and algorithm problems solution on neurocomputers,Q11862829,,,,Q8037925,
Q3621694,neurophysics,branch of biophysics dealing with the development and use of physical methods to gain information about the nervous system,Q11862829,,Q207011,,,
Q7002570,neuropolitics,branch of science that investigates the relationship of neuroscience in the political realm,Q11862829,,,,,
Q7002580,neuroproteomics,study of neurological proteins,Q11862829,,,,Q471857,
Q2699874,neuropsychiatry,branch of medicine that deals with mental disorders attributable to diseases of the nervous system,Q11862829,,,,Q7867,
Q3872,neuropsychology,study of the brain related to specific psychological processes and behaviors,Q60680430,,Q207011,,Q83042,
Q126364610,neuropterology,branch of entomology that is concerned with the Neuroptera,Q99397804,,,,Q39286,
Q207011,neuroscience,scientific study of the nervous system,Q11862829,,Q11190,,Q864928,
Q16254353,neurosociology,scientific study on the neurological bases of human sociability,Q105760881,,,,Q207011,
Q188449,neurosurgery,surgery performed on the nervous system; medical specialty concerning disorders which affect any portion of the nervous system,Q11862829,,Q83042,,Q40821,
Q137808024,neurourbanism,,Q11862829,,,,Q69883,
Q683794,new media,"forms of media native to computers, computational, relying on computers for redistribution; e.g. telephones, computers, virtual worlds, website games, human-computer interface, computer animation, interactive computer installations",Q121132955,,,,Q11033,
Q7016459,new media studies,emerging discipline,Q11862829,,Q727650,,,
Q12041274,new museology,"movement within the museum field that emerged in the late 20th century, emphasizing community engagement, social responsibility, and a more inclusive approach to museum practice",Q11862829,,,,Q460162,
Q117727634,new philology,intellectual movement in medieval studies,Q11862829,,,,,
Q1395034,new product development,complete process of bringing a new product to market,Q116505632,,,,Q3249551,
Q118744842,new technology,any form of technology which is more advanced or automated relative to that which preceded it in a given social context,Q11862829,,,,Q11016,
Q111146040,newest history,"subset of modern history that describes the historical period from 1917 or 1918 to the present, common in German speaking historiography",Q11862829,,Q6495391,,Q309,
Q187084,newspaper studies,academic discipline,Q11862829,,Q1078351,,,
Q130238993,nidology,the study of birds' nests,Q99397804,,,,Q44703,
Q3125341,noetics,branch of metaphysical philosophy concerned with the study of mind as well as intellect,Q22811234,,,,,
Q25048059,nomology,"the theoretical study of metaphysical, logical, divine, or human laws",Q11862829,,,,Q5891,
Q1097688,non-parametric statistics,branch of statistics that is not based solely on parametrized families of probability distributions,Q11862829,,Q12483,,,
Q975065,nonprofit management,academic discipline and field of work,Q11862829,,,,,
Q7049562,nonprofit studies,academic discipline,Q11862829,,,,,
Q12134363,noospherology,study of the noosphere,Q28598684,,,,Q7150,
Q64869191,nordic languages and literature,,Q11862829,,,,,
Q26086,normative economics,part of economics that expresses value judgments about economic fairness,Q11862829,,Q8134,,,
Q61951540,normativistics,discipline dealing with the issues of normativity and standardization in language,Q11862829,,,,Q8162,
Q2875693,nose cone design,process of developing the appearance and function of nose cones,Q11862829,,,,Q243606,
Q111326874,nuclear and plasma physics,field of research,Q11862829,,Q413,,,
Q214963,nuclear medicine,medical specialty,Q11862829,,,,Q113129019,
Q111398927,nuclear montage,,Q11862829,,,,Q386724,
Q25615885,nucleonics,,Q11862829,,,,,
Q106859820,numerical ecology,"field of quantitative ecology devoted to the numerical analysis of data, mostly multivariate, with emphasis on community composition data",Q104193250,,,,Q7268923,
Q631286,numismatics,"study of currencies, coins and paper money",Q11862829,,,,Q1066186,
Q121176,nursing,caring for people who are sick or injured,Q30109942,,,,Q2421951,
Q3475757,nursing science,academic discipline,Q11862829,,,,Q843601,
Q105749607,nursing service administration,,Q11862829,,Q50412353,,,
Q113114993,nursing workforce research,field of research,Q11862829,,,,Q8034856,
Q17142554,nutrient management,science and practice of managing nutrients in agriculture,Q11862829,,,,,
Q113129166,nutrition and dietetics,field of research,Q11862829,,,,Q864601,
Q7070522,nutritional epidemiology,field of medical research on disease and diet,Q11862829,,,,Q133805,
Q17652193,nutritional science,"science that interprets the nutrients and other substances in food in relation to maintenance, growth, reproduction, health and disease of an organism",Q11862829,,Q123518019,,Q113129166,
Q12174,obesity,medical condition in which individuals have an excess of body fat,Q130753312,,,,Q16956975,
Q110027976,obesity research,,Q11862829,,,,,
Q120969835,objects social networks,area of research,Q11862829,,,,,
Q104853682,oboe performance,performance of music on the oboe,Q11862829,,,,Q6942562,
Q135937938,observational epidemiology,"the application of epidemiological reasoning, knowledge, and methods in studies that are nonexperimental (i.e., in observational studies)",Q135937959,,,,Q133805,
Q134811457,obstetrical pathology,"the study of pathologic conditions related to pregnancy, childbirth, and the postpartum period",Q11862829,,,,Q5284418,
Q111569557,occupational education,academic discipline,Q11862829,,Q8434,,,
Q629029,occupational health and safety,"area concerned with the safety, health and welfare of people at occupation",Q11862829,,,,Q10566551,
Q110930265,occupational health research,research field,Q11862829,,,,,
Q3143849,occupational hygiene,prevention of workplace hazards,Q11862829,,,,,
Q104176745,ocean and coastal law,,Q11862829,,,,,
Q104839637,ocean bottom ecology,ecology of seabeds,Q104193250,,,,Q104258810,
Q108703418,ocean circulation,circulation of water throughout the ocean,Q11862829,,,,Q1337681,
Q26229359,ocean engineering,engineering of devices within the ocean environment,Q12015335,,,,,
Q17162759,ocean governance,"policy, actions and affairs regarding the world's oceans",Q11862829,,,,Q1553864,
Q130798486,ocean physics,,Q11862829,,,,Q413,
Q3349060,oceanology,multidisciplinary field of study and research of ocean life and physics,Q11862829,,,,Q8008,
Q20820380,odontology,study of the dental system of vertebrates,Q99397804,,,,,
Q297672,oenology,science of wine production,Q11862829,,Q1039642,,Q110735073,
Q110735073,oenology and viticulture,field of study and research,Q11862829,,,,Q3606845,
Q2751907,office administration,activities related to office maintenance,Q11862829,,,,Q5283295,
Q126366484,oligochaetology,branch of zoology that deals with the oligochaete worms,Q99397804,,,,Q118323427,
Q127220291,ombrology,branch of meteorology that deals with rain,Q11862829,,,,Q25261,
Q131742670,oncodiabetology,branch of medicine primarily concerned with the relationship between cancer and diabetes,Q11862829,,Q1207969,,Q1207969,
Q162555,oncology,branch of medicine dealing with cancer,Q11862829,,Q113066539,,Q11190,
Q113066539,oncology and carcinogenesis,field of research,Q11862829,,,,Q864601,
Q44325,ontology,"study of the nature of being, becoming, existence or reality, as well as the basic categories of being and their relations (philosophy)",Q11862829,,Q35277,,,
Q108535712,ontology comparison,the process of determining semantical differences between ontologies of the same domain to evaluate or select ontologies,Q11862829,,,,Q1720648,
Q120910071,ontology design patterns,area of research,Q11862829,,,,,
Q99196766,ontology development,systematic structuring of concepts and their relationships,Q11862829,,,,Q17008777,
Q124413593,ontology evaluation,evaluation (in an engineering sense) of ontology representations,Q11862829,,,,Q124614077,
Q3620938,ontology learning,automatic creation of ontologies,Q11862829,,,,,
Q117037923,open hardware standardization,research field,Q11862829,,,,,
Q107183471,opera production,"production, direction, staging, performance, etc. of operas",Q11862829,,,,Q36492844,
Q107558246,operational law,academic discipline,Q11862829,,Q7748,,,
Q133884550,operational oceanography,academic discipline,Q11862829,,Q43518,,,
Q105725102,operations analysis,academic discipline,Q11862829,,,,,
Q24964794,operations engineering,branch of engineering,Q11862829,,Q101911126,,,
Q1423657,operations management,area of management concerned with designing and controlling the process of production and redesigning business operations,Q96247293,,,,Q5508836,
Q194292,operations research,discipline that deals with the application of advanced analytical methods to help make better decisions,Q118298890,,,,Q6027873,
Q577555,ophiology,branch of herpetology that studies snakes,Q99397804,,,,Q9307400,
Q161437,ophthalmology,field of medicine treating eye disorders,Q11862829,,Q113129180,,Q113129180,
Q113129180,ophthalmology and optometry,field of research,Q11862829,,,,Q864601,
Q618211,optometry,field of health care which involves examining the eyes for defects or abnormalities as well as the medical diagnosis and management of eye disease,Q11862829,,Q113129180,,Q113129180,
Q15900470,oracle bone studies,Academic study of Oracle Bones,Q11862829,,,,Q770723,
Q127522898,oral biology,"area of knowledge that deals with the structure, development, and function of the oral tissues, their interrelationships, and their relation to other organ systems in both health and disease",Q28598684,,,,Q864601,
Q7099386,oral ecology,,Q11862829,,,,Q12128,
Q121363877,oral epidemiology,dental health discipline,Q11862829,,,,Q133805,
Q70359543,oral health,state of the mouth and normal functioning of its organs of the mouth,Q11862829,,,,Q12147,
Q558929,oral history,"historical discipline of the collection and study of historical information about individuals, families, important events, or everyday life using audiotapes, videotapes, or transcriptions of planned interviews",Q11862829,,,,Q309,
Q113096377,oral implantology,field of research,Q11862829,,,,Q69963384,
Q5362857,oral kinesiology,,Q11862829,,,,Q657632,
Q113468875,oral rehabilitation,concept in dentistry,Q11862829,,,,Q12128,
Q64897501,oral sciences,academic discipline,Q11862829,,,,,
Q107268129,oratory,art of speaking in public eloquently or effectively,Q11862829,,,,Q861911,
Q107124783,ordnance engineering,applied science,Q11862829,,Q11023,,,
Q105339166,organ performance,performance of music on the organ,Q11862829,,,,Q6942562,
Q11351,organic chemistry,"subdiscipline within chemistry involving the scientific study of carbon-based compounds, hydrocarbons, and their derivatives",Q11862829,,Q2329,,Q2329,
Q110259383,organic green chemistry,field of research,Q11862829,,,,Q725361,
Q113208700,"organisational, interpersonal and intercultural communication",field of research,Q11862829,,,,Q11680831,
Q112970918,organization and management theory,field of research,Q11862829,,,,Q115160933,
Q10611384,organizational behavior management,subdiscipline of applied behavior analysis,Q11862829,,,,Q4880696,
Q110406476,organizational development,interdisciplinary field of scholars and practitioners who work collaboratively with organizations and communities to develop their system-wide capacity for effectiveness and vitality,Q11862829,,,,Q7562091,
Q3578710,organizational economics,the use of economics to understand organizations,Q11862829,,Q2029930,,,
Q2029930,organizational studies,sub-discipline of sociology which deals with organizations,Q11862829,,Q21201,,Q2995634,
Q2015243,organogallium chemistry,chemistry of Organogallium compounds,Q11862829,,,,Q237200,
Q1297776,organology,branch of biology,Q28598684,,,,Q183252,
Q651935,organoyttrium chemistry,study of chemical compounds containing yttrium-carbon bonds,Q11862829,,,,Q2329,
Q23011509,oriental archaeology,"former academic discipline in East Germany, covering archaeology and art history of Asia and Africa",Q11862829,,,,Q928786,
Q32151132,oriental history,,Q11862829,,,,Q309,
Q2030542,oriental languages,,Q11862829,,,,Q476294,
Q476294,oriental studies,"study of Asia and Asian history, cultures, languages, peoples, etc.",Q11862829,,,,Q928786,
Q7102834,orismology,the science of defining technical terms,Q11862829,,,,Q184524,
Q901704,orography,study of the topographic relief of mountains,Q11862829,,Q1851434,,Q8008,
Q118301,orthodontics,"specialty of dentistry that deals with the diagnosis, prevention, and correction of malpositioned teeth and jaws, and misaligned bite patterns",Q11862829,,,,Q12128,
Q15218776,orthopedic surgery,branch of surgery concerned with conditions involving the musculoskeletal system,Q11862829,,Q40821,,Q40821,
Q216685,orthopedics,branch of medicine dealing with the correction of deformities of bones or muscles,Q11862829,,Q40821,,Q40821,
Q130239031,osphresiology,the study of odors and the sense of smell,Q11862829,,,,Q2728012,
Q189553,otolaryngology,"surgical subspeciality concerned with ear, nose, and throat conditions",Q11862829,,,,Q113129019,
Q98959319,outbreak science,research field studying disease outbreaks and epidemics,Q11862829,,,,Q133805,
Q116146313,palaeoclimate reconstruction,systematic deduction of climatic conditions in the distant past,Q11862829,,Q52139,,,
Q179957,palaeography,study of ancient writing,Q11862829,,,,Q1066186,
Q63571124,palaeohydrology,study of water courses from the geological past,Q11862829,,,,Q42250,
Q134811116,paleoagrostology,the branch of paleobotany concerned with the study of fossil grasses,Q104415895,,,,Q2715465,
Q7206,paleoanthropology,study of ancient humans,Q106720965,,,,Q23404,
Q192694,paleobotany,branch of botany and paleontology,Q104415895,,,,Q1578310,
Q2839806,paleoceanography,study of the history of the oceans in the geologic past,Q11862829,,Q52151,,Q43518,
Q125199290,paleocetology,branch of paleontology which studies fossil cetaceans,Q11862829,,Q8008,,Q106139468,
Q134810758,paleodendrology,the branch of paleobotany that deals with fossil trees,Q104415895,,,,Q192694,
Q3361737,paleoentomology,study of fossil insects,Q104415895,,Q210369,,Q210369,
Q108941726,paleoethnology,"the study of ancient and prehistoric human societies and their development, especially from an ethnological perspective",Q106720965,,,,Q43455,
Q125994414,paleogeomorphology,branch of geomorphology concerned with the study of ancient topographic features now either concealed beneath the surface or removed by erosion,Q87058424,,,,Q52109,
Q106099227,paleoherpetology,study of fossil amphibians and reptiles,Q104415895,,,,Q3634677,
Q95989990,paleohistology,study of fossil bone and tooth histology,Q11862829,,Q420,,Q7205,
Q85791890,paleohydrology,study of hydrology over geological time,Q11862829,,,,Q42250,
Q27808133,paleoichthyology,branch of paleozoology devoted to the study of prehistoric fish,Q104415895,,,,Q210369,
Q1550690,paleolimnology,scientific study of ancient lakes and streams,Q11862829,,,,Q85791890,
Q107154480,paleomalacology,study of fossil mollusks,Q104415895,,,,Q210369,
Q106139468,paleomammalogy,branch of zoology studying of fossil mammals,Q104415895,,,,Q3634677,
Q1092241,paleoneurology,study of brain evolution by analysis of brain endocasts to determine endocranial traits and volumes,Q11862829,,Q207011,,Q7205,
Q7205,paleontology,scientific study of the past of life on Earth through fossils,Q11862829,,Q8008,,Q1402508,
Q7127242,paleoparasitology,study of prehistoric parasites,Q11862829,,,,Q180502,
Q455928,paleornithology,scientific study of bird evolution and fossil birds,Q104415895,,Q210369,,Q3634677,
Q1501881,paleoseismology,study of earthquakes that happened in the past,Q11862829,,Q83371,,Q83371,
Q846535,paleotempestology,study of past tropical cyclone activity using geological proxies and historical documents,Q11862829,,,,Q52151,
Q131575631,paleozoogeography,study of the geographical distribution of extinct or fossil animal species and populations,Q104415895,,,,Q5413464,
Q7132695,paper studies,science of paper and papermaking,Q11862829,,,,Q2144042,
Q757248,papyrology,scientific study of ancient manuscripts,Q770723,,Q3621186,,Q841090,
Q12558282,paradigmatics,,Q11862829,,,,Q8162,
Q7135179,paramedicine,"physician-directed practice of emergency medicine, often viewed as the intersection of health care, public health, and public safety",Q11862829,,,,Q113129019,
Q1570441,parameterized complexity,branch of computational complexity theory,Q11862829,,Q205084,,,
Q1849855,parametric statistics,branch of statistics which assumes that sample data come from a population that can be adequately modeled by a probability distribution that has a fixed set of parameters,Q11862829,,,,Q12483,
Q105541384,paramo ecology,ecology of paramos,Q104193250,,,,Q7150,
Q1858421,paremiology,collection and study of proverbs,Q11862829,,Q1126894,,Q1126894,
Q124608623,participatory cartography,subclass of cartography,Q11862829,,,,Q42515,
Q64809185,particle physics and astrophysical sciences,,Q11862829,,,,,
Q611755,particle statistics,particular description of multiple particles in statistical mechanics,Q11862829,,,,,
Q7140480,particle-size analysis,classification of particle sizes,Q11862829,,,,Q7140504,
Q10894548,particular linguistics,study of a particular language,Q11862829,,,,Q8162,
Q7143049,pastoral counseling,psychotherapy practiced by communally-recognized religious leaders,Q11862829,,,,Q4390239,
Q107689823,pastoral ministry,The academic study of the doctrine and practice of the vocation of pastor,Q60310061,,,,Q216545,
Q104469512,pastoral studies,,Q11862829,,,,,
Q127676320,pathematology,the psychological study of the passions or emotions,Q60680430,,,,Q9418,
Q2056817,patholinguistics,,Q11862829,,,,Q33226,
Q7208,pathology,study and diagnosis of disease,Q11862829,,,,Q113129019,
Q189380,patristics,study of the early Christian writers who are designated Church Fathers,Q11862829,,,,,
Q1503585,patrology,study of Christian Church Fathers,Q11862829,,,,,
Q127656487,patronomatology,the study of the origin of surnames,Q1047113,,,,Q175156,
Q15820293,peace and conflict studies,Social science studying violent and nonviolent behaviours and associated structural mechanisms,Q11862829,,Q166542,,Q36442,
Q105098252,peat bog ecology,ecology of peat bogs,Q104193250,,,,Q104373905,
Q104373908,peatland ecology,ecology of peatlands,Q104193250,,,,Q104200566,
Q12332633,pedagogical anthropology,,Q11862829,,,,Q23404,
Q7922,pedagogy,theory and practice of education,Q11862829,,,,Q944537,
Q123028,pediatrics,field of medicine dealing with the care of children,Q11862829,,,,Q11190,
Q11815366,pedolinguistics,,Q11862829,,Q8162,,,
Q215501,pedology,study of soils in their natural environment,Q11862829,,Q112936679,,Q9161265,
Q112936679,pedology and pedometrics,field of research,Q11862829,,,,Q9161265,
Q7159342,pedometrics,the application of mathematical and statistical methods for the study of the distribution and genesis of soils,Q11862829,,Q112936679,,,
Q818670,penology,"section of criminology that deals with the philosophy and practice of various societies in their attempts to repress criminal activities, and satisfy public opinion via an appropriate treatment regime for persons convicted of criminal offences",Q11862829,,,,,
Q106511866,perceptual-motor process,,Q11862829,,,,Q3326454,
Q104985225,percussion performance,performance of music on percussion instruments,Q11862829,,,,Q6942562,
Q7168264,performance studies,interdisciplinary academic field,Q11862829,,Q113093825,,Q1143546,
Q113127685,performing arts of the Pacific Islands,,Q11862829,,Q113127694,,Q184485,
Q131345396,perinatal mental health,"mental health conditions during pregnancy and up to two years postpartum, impacting mothers' well-being and infants' development",Q11862829,,Q11995,,Q317309,
Q104373927,permafrost ecology,ecology of permafrost environments,Q104193250,,,,Q7150,
Q7170583,personal genomics,branch of genomics concerned with the genome of an individual,Q11862829,,,,Q222046,
Q58820154,personality computing,research field related to artificial intelligence and personality psychology,Q11862829,,,,Q938318,
Q105661746,personnel counseling,,Q11862829,,Q4390239,,,
Q127675913,personology,the scientific study of personality; the study of the way behaviour is related to personality,Q60680430,,,,Q9418,
Q133858062,persuasive cartography,type of cartography,Q11862829,,,,Q42515,
Q10886678,perturbation theory,mathematical methods used to find an approximate solution to a problem which cannot be solved exactly,Q11862829,,,,,
Q127676088,pestology,the branch of science that deals with pests and methods of controlling and eradicating them,Q11862829,,,,Q336,
Q1273174,petroleum engineering,"field of engineering concerned with the activities related to the production of hydrocarbons, which can be either crude oil or natural gas",Q12015335,,Q3353193,,,
Q163082,petrology,"branch of geology that studies the origin, composition, distribution and structure of rocks",Q87058424,,,,Q1069,
Q2080707,petrophysics,study of the parameters related to rocks,Q11862829,,,,Q16721799,
Q2085115,pharmaceutical biology,,Q11862829,,,,Q113884277,
Q64816679,pharmaceutical research,academic discipline of drug research,Q11862829,,,,Q30032115,
Q7180763,pharmaceutical sciences,"area of study concerned with drugs at every stage, from design to disposition",Q11862829,,,,Q7991,
Q186249,pharmaceutics,science that deals with the properties of medicines,Q11862829,,,,Q7180763,
Q725307,pharmacodynamics,study of the biochemical and physiologic effects of drugs,Q11862829,,,,Q128406,
Q1567856,pharmacoeconomics,economics of pharmaceutical use in healthcare,Q11862829,,Q31218,,Q8134,
Q11084655,pharmacology of traditional Chinese medical formulae,,Q11862829,,Q200253,,,
Q4886683,pharmacometrics,study of the methodology and application of models for disease and pharmacological measurement,Q11862829,,,,,
Q1550789,pharmacovigilance,"the pharmacological science relating to the collection, detection, assessment, monitoring, and prevention of adverse effects with pharmaceutical product",Q11862829,,,,Q7234359,
Q2946843,pharology,"scientific study of lighthouses and signal lights, their construction and illumination",Q11862829,,,,,
Q2085182,pharyngology,a branch of medical science concerned with the pharynx and its diseases,Q28598684,,,,Q11190,
Q272737,phenology,study of periodic events in biological life cycles,Q28598684,,,,Q420,
Q179235,phenomenology,philosophical method and school of philosophy,Q2915955,,,,Q2089603,
Q6497275,phenomics,systematic study of phenotypes,Q28598684,,,,,
Q3744958,philematology,study of kissing,Q106720965,,,,Q1636628,
Q40634,philology,study of language in written historical sources,Q11862829,,,,Q944537,
Q488059,philosophical anthropology,branch of anthropology and philosophy that studies human nature and ideologies,Q106720965,,,,Q23404,
Q4356367,philosophical theology,branch and form of theology in which philosophical methods are used,Q11862829,,Q34178,,,
Q5891,philosophy,"study of the truths and principles of being, schools of thought, knowledge, or conduct",Q627436,,Q80083,,Q105948247,
Q7186228,philosophy and literature,academic discipline,Q11862829,,,,,
Q113128932,philosophy of gender,field of research,Q11862829,,,,Q5891,
Q126842,philosophy of law,branch of philosophy and fundamental discipline of law,Q22811234,,Q4932206,,Q5891,
Q59115,philosophy of science,"branch of philosophy concerned with the foundations, methods, and implications of science",Q22811234,,,,Q5891,
Q64816565,"philosophy, arts and society","Academic discipline of philosophy, arts and society",Q11862829,,,,,
Q5862364,phitotechnia,,Q11862829,,,,,
Q8961945,phonemics,subfield of linguistics,Q11862829,,Q40998,,,
Q35395,phonetics,branch of linguistics that comprises the study of the sounds of human speech,Q135892289,,Q207011,,Q110761784,
Q110761784,phonetics and speech science,field of research,Q11862829,,,,Q336,
Q40998,phonology,branch of linguistics concerned with the systematic organization of sounds in languages,Q135892289,,Q8162,,Q8162,
Q128893816,photogeology,field of study that deals with the geological interpretation of aerial or satellite photographs,Q87058424,,,,Q1069,
Q110745442,photogrammetry and remote sensing,field of research,Q11862829,,,,,
Q135926127,photographic heritage,physical artifact or intangible attribute of a society inherited from past generations related to photography,Q11862829,,,,Q210272,
Q111248583,photographic science and instrumentation,academic discipline,Q11862829,,,,,
Q11633,photography,"art, science, and practice of creating durable images by recording light or other electromagnetic radiation",Q56055944,,Q113147222,,Q1914636,
Q111143966,photography studies,academic discipline,Q11862829,,Q55336315,,,
Q625648,photometry,science of the measurement of light in terms of perceived brightness,Q11862829,,,,Q14620,
Q1073340,photometry,"the determination of light intensities of astronomical bodies, including stars",Q11862829,,Q333,,Q625648,
Q75135426,photon science,scientific field,Q11862829,,,,,
Q113112790,"photonic and electro-optical devices, sensors and systems",field of research,Q11862829,,Q113041614,,Q11650,
Q113041614,"photonics, optoelectronics and optical communications",field of research,Q11862829,,,,Q1151533,
Q1126894,phraseology,discipline studying phraeological units (phrasemes),Q11862829,,,,Q8162,
Q113406449,phylomemetics,field of research studying cultural lineage,Q11862829,,,,Q171184,
Q137650197,phylomythology,branch of comparative mythology,Q11862829,,Q640280,,,
Q7189583,physical acoustics,field of research,Q11862829,,,,Q82811,
Q11372,physical chemistry,"study of macroscopic, atomic, subatomic, and particulate phenomena in chemical systems in terms of laws and concepts of physics",Q11862829,,,,Q2329,
Q113135537,physical chemistry of materials,field of research,Q11862829,,,,Q113135490,
Q18346,physical cosmology,branch of cosmology which studies mathematical models of the universe,Q131565179,,,,Q338,
Q243253,physical education,educational course related to the physique of the human body,Q11862829,,,,Q1217379,
Q113101947,physical education and development curriculum and pedagogy,field of research,Q11862829,,,,Q110542446,
Q64689346,physical education with biology,"Academic discipline - pairs psychological, biomechanical and sociological theory, with practical instruction on how Physical Education is taught through games, aquatics, gymnastics, dance, athletics and outdoor adventure education",Q11862829,,,,Q243253,
Q64689407,physical education with mathematics,"Academic discipline - pairs psychological, biomechanical and sociological theory with maths for physical sciences.",Q11862829,,,,,
Q52107,physical geography,one of the two major subfields of geography,Q19935939,,Q113098245,,Q7991,
Q113098245,physical geography and environmental geoscience,field of research,Q11862829,,,,Q8008,
Q128894857,physical geology,branch of geology made up of structural geology and dynamic geology,Q87058424,,,,Q1069,
Q7189612,physical knot theory,study of mathematical models of knotting phenomena,Q11862829,,,,Q413,
Q134891370,physical limnology,the study of the physical characteristics of aquatic ecosystems,Q11862829,,,,Q165838,
