qid,label,in_discipline_taxonomy,in_majors,fast_id,gnd_id,lcsh_id,ddc,aat_id,lcc
Q11680018,astrochemistry,yes,no,,4133733-5,sh85033157,523.02,,
Q181505,astrometry,yes,no,,4207657-2,sh85008942,522,,
Q5334416,atmospheric physics,yes,no,,,sh85009289,,,
Q6501338,attention,yes,no,820788,4068943-8,sh85009391,153.733|153.1532,,
Q4818236,attentional control,yes,no,,,,153.1532,,
Q618779,award,yes,no,824442,4136668-2,sh85113526,,300026842,AS935-AS945
Q858810,big data,yes,no,,4802620-7,sh2012003227,005.7,,
Q864191,bioacoustics,yes,no,,4125205-6,sh85014119,596.1594,,
Q1898366,bioclimatology,yes,no,831991,4145609-9,sh85014127,577.22|560.4522,,
Q11398,biological classification,yes,no,,,,578.012,,
Q130320558,biomolecular archaeology,yes,no,1763661,,sh2010013493,,,CC79.B56
Q864826,biostratigraphy,yes,no,,4137626-2,sh85097152,561.11|560.17,,
Q136352,bird anatomy,yes,no,,,sh85014311,,,QL697|SF767.B57
Q111680396,bird physiology,yes,no,833051,,sh85014325,,,QL698
Q20514253,blockchain,yes,no,1981761,,sh2016002790,,,
Q1416259,body psychotherapy,yes,no,,4223421-9,,615.851|616.8914,,
Q108226334,braided river ecology,yes,no,1748955,,sh2009007945,,,
Q19862406,business activity,yes,no,,,,,300054343,
Q149972,calculus,yes,no,,,sh85018802,515,300054528,
Q216861,calculus of variations,yes,no,,,sh85018809,515.64,,TA347.C3
Q107278510,canal ecology,yes,no,845222,,sh85019430,,,QH541.5.C24
Q217413,category theory,yes,no,,4120552-2,,,,
Q7141,cell biology,yes,no,,4070177-3,,611,,QH573-QH671
Q700919,chemical ecology,yes,no,852881,4123004-8,sh91002611,,,
Q910164,cheminformatics,yes,no,,4290091-8,sh2003001403,,,
Q407784,child development,yes,no,854393,,sh2001002085,,,
Q130788,chronology,yes,no,,4010178-2,sh85025406,529,300252008,
Q11397,classical mechanics,yes,no,,4038168-7,,,,
Q107278364,cliff ecology,yes,no,864216,,sh99000303,,,QH541.5.C62
Q106195625,coaching,yes,no,865060,,sh85027299,,,
Q2200417,cognition,yes,no,,4031630-0,sh85027742,,300055149,
Q2853045,cognitive anthropology,yes,no,,4164463-3,,,,
Q1147152,cognitive behavioral therapy,yes,no,,4114250-0,,,,
Q508969,cognitive linguistics,yes,no,,4246269-1,,410.1835,,
Q781413,cognitive process,yes,no,,,,,300264362,
Q23373,cognitive psychology,yes,no,,4073586-2,sh87007652,155.413|155.6713|153|155.513,,
Q147638,cognitive science,yes,no,,4193780-6,sh88006179,006.3|612.8233|153,,
Q2342494,collectable,yes,no,,,sh85027984,,300124990,
Q2668072,collection,yes,no,,4128844-0,,,300025976,
Q76592,combinatorics,yes,no,,4164746-4,sh85028802,511.6,,
Q11024,communication,yes,no,,4031883-7,sh85029027,302.2,300137794,
Q741338,comparative law,yes,no,,4115712-6,sh85029299,340|340.2,,
Q1720648,comparison,yes,no,,,,,300077124,
Q193756,complex analysis,yes,no,,4018935-1,sh85052356,515.9,,
Q369472,computational chemistry,yes,no,,,sh2020006312,,300380501,
Q182557,computational linguistics,yes,no,,4035843-4,sh85077224,006.35,300054250,
Q23808,computer interface,yes,no,,4053059-0,,,,
Q629206,computer language,yes,no,,,,,300419459,
Q15836568,computer network protocol,yes,no,,,sh85029512,,,
Q40056,computer program,yes,no,,4047394-6,sh85029524,,,
Q151885,concept,yes,no,,4005248-5,sh85029623,153.23,,
Q214781,condensed matter physics,yes,no,,4132810-3,sh85030765,530.41,,
Q203790,connectionism,yes,no,,4265446-4,sh88001138,,,
Q641498,conservation biology,yes,no,,,sh95000524,,,
Q105497417,conservation education,yes,no,875552,,sh85031260,,,
Q367293,convention,yes,no,877170,,sh85031684,390,300055807,
Q380962,cooperation,yes,no,,4032386-9,sh85032203,158,300379396,
Q1297822,copyright,yes,no,,4062127-3,,,300055598,K1411-K1485
Q25508843,cosmic physics,yes,no,,,sh85033150,,,
Q3624786,criminal anthropology,yes,no,,,sh85034032,364.2,,
Q43504,criminalistics,yes,no,,4033177-5,,,,
Q160398,crystallography,yes,no,884652,4033217-2,sh85034498,548,300251565,
Q1711347,cultural policy,yes,no,,4033581-1,sh85034748,,,
Q104774297,cypress swamp ecology,yes,no,886131,,sh85035170,,,QH541.5.C95
Q3009579,cytology,yes,no,,,sh85035240,,,
Q42848,data,yes,no,,4135391-2,,1--028557|001.422|005.7|001.4226,300312038,
Q494756,data,yes,no,,,,005,,
Q1988917,data analysis,yes,no,,4123037-1,,519.53,,
Q1147639,data dictionary,yes,no,,4225722-0,sh85035852,,300060244,
Q172491,data mining,yes,no,887946,4428654-5,sh97002073,006.312,,QA76.9.D343
Q23647168,data protection,yes,no,887958,,sh85035859,,,
Q1172284,data set,yes,no,2003345,,sh2018002256,,,
Q175263,data structure,yes,no,,4011146-5,sh85035862,005.73,,
Q8513,database,yes,no,888065,4011119-2|4113276-2,sh86007767|sh99003001|sh99001528,005.74,300028543,QA76.9.D32
Q188961,decentralization,yes,no,,4012005-3,,,300055495,
Q330268,decision support system,yes,no,889080,4191815-0,sh86006549,006.33,,HD30.213|T58.62
Q221989,deep web,yes,no,,7664173-9,sh2008009697,006.7|004.678,,ZA4237
Q380344,descriptive statistics,yes,no,,4070313-7,,519.53,,
Q1519454,design,yes,no,,4157139-3,sh87005579,,,
Q213713,developmental biology,yes,no,,4152440-8,sh85037352,571.8|612.6,,
Q175002,developmental psychology,yes,no,,4014963-8,sh85037359,155,,
Q146893,dialectology,yes,no,,4040728-7,sh85037526,417.2|417,,
Q1224394,differential psychology,yes,no,893410,4012259-1,sh85037878,155,,
Q1076968,digital media,yes,no,,,sh98006600,,300404198,
Q632897,digital preservation,yes,no,893721,,sh95004496,025.84,300379431,
Q11900327,disability policy,yes,no,,4144335-4,,,,
Q12772819,discovery,yes,no,,4014841-5,sh93003312,509,,
Q180634,distributed computing,yes,no,906987,7545389-7,sh85042293,004.36,,
Q25110971,distributed ledger,yes,no,,1229475885,,,,
Q1235196,documentation science,yes,no,,4128313-2,,,,
Q1573035,domestic policy,yes,no,,4027058-0,,,,
Q1595873,domestic studies,yes,no,,4073972-7,,,,
Q3630257,dynamic geology,yes,no,940406,,sh85053976,,,
Q130217834,dynamic meteorology,yes,no,,,sh85040311,,,
Q909789,earthquake engineering,yes,no,,,sh85040490,,,
Q606654,earthquake prediction,yes,no,,4124846-6,,,,
Q27841,economic anthropology,yes,no,,4321994-9,sh85040766,306.3,,GN448-GN450.8
Q739302,economic production,yes,no,,4047347-8,sh85107209,338,300054713,
Q295425,ecophysiology,yes,no,,4143684-2,sh91006274,,,
Q5333882,ecosystem management,yes,no,1432037,,sh93001294,,,
Q1412144,ecotoxicology,yes,no,,4121813-9,,,,
Q5341272,educational anthropology,yes,no,,4044308-5,sh85041108,,,
Q1805337,energy policy,yes,no,,4014715-0,sh85043147,333.79,,
Q490354,engineering psychology,yes,no,,4240884-2,,,,
Q35120,entity,yes,no,,4629260-3,,,,
Q948732,environmental education,yes,no,,4061627-7,sh85044169,333.7071,,
Q919526,environmental policy,yes,no,913250,4078523-3,sh85044197,333.72,300055508,
Q3995923,environmental toxicology,yes,no,,,sh96003462,,,
Q2880775,enzymology,yes,no,913635,4152482-2,sh96010093,616.0756|572.7,,
Q9471,epistemology,yes,no,988194,4070914-0,sh85072732,121,300054288,BD143-BD237
Q5498822,ergodic theory,yes,no,,4015246-7,sh85044600,,,
Q9465,ethics,yes,no,,4015602-3,sh85045096,170,300054290|300055939,BJ1-BJ1725
Q12572036,ethnopsychology,yes,no,,4188478-4,sh85045425,155.82,,GN502-GN519
Q1371704,etruscology,yes,no,,4219655-3,sh85045469,937.501,,
Q1379672,evaluation,yes,no,,4071034-8,sh85045926,,300054621,
Q1656682,event,yes,no,,4125453-3,,,,
Q1063,evolution,yes,no,,4071050-6,sh85046029,576,,
Q1382557,evolutionary ecology,yes,no,,4395809-6,,,,
Q475023,exact science,yes,no,,4015943-7,,,,
Q113207671,excited state chemistry,yes,no,917720,,sh85046244,,,QD461.5
Q472094,exercise physiology,yes,no,,4116573-1,sh85126898,,,
Q556014,existential therapy,yes,no,,,sh85046374,150.192,,
Q164359,experience,yes,no,,4015217-0,sh85046433,121|128.4,,
Q475042,experimental psychology,yes,no,,4016005-1,sh85108474,150.724,,
Q40890078,explainable AI,yes,no,,1263068472,,,,
Q7958,explanation,yes,no,,4015293-5,sh85046453,,,BD237
Q83405,factory,yes,no,,4250288-3,sh85046823,,300006232,
Q870449,family therapy,yes,no,,4016421-4,sh85047061,618.9289156|616.89156,,
Q5442878,feminist anthropology,yes,no,,,sh93006951,,,
Q1404521,feminist therapy,yes,no,,4153985-0,sh85047760,,,
Q132241,festival,yes,no,923329,4154198-4,sh85047932,394.26,300073472,
Q1402508,field research,yes,no,,4016674-0,,001.433|301.072,,
Q1409472,fire ecology,yes,no,925297,4638558-7,sh85048479,,,
Q109276098,fish genetics,yes,no,926487,,sh85048766,,,
Q5454658,fish physiology,yes,no,926577,,sh85048793,,,QL639.1
Q17013672,fish reproduction,yes,no,926594,,sh85048800,,,
Q107708708,flower morphology,yes,no,927888,,sh85049342,,,
Q172145,fluid mechanics,yes,no,927999,4077970-1,sh85049383,532,,
Q910172,food chemistry,yes,no,,4034873-8,sh85050191,664.07,,
Q181648,foreign policy,yes,no,1907412,4003846-4,sh85050519,,,
Q28065,forensic anthropology,yes,no,,,sh85050537,614.17,,
Q108570409,forensic forestry,yes,no,,,sh2021003625,,,
Q456443,forensic technique,yes,no,,4134284-7,,,,
Q15629466,forest conservation,yes,no,932069,,sh85050567,,,
Q2249329,forest ecology,yes,no,932104,4017951-5,sh85050575,577.3,,
Q372561,forest management,yes,no,,,,,300379283,
Q1895303,forester,yes,no,,4329718-3|4874351-3|4423814-9|4874352-5,,,300025609,
Q16021386,forestry engineer,yes,no,,1119377994,,,,
Q192161,formal language,yes,no,,4017848-1,sh85050802,511.3,,
Q20417087,freshwater ecology,yes,no,935020,,sh85051944,,,QH541.5.F7
Q1458465,fruticulture,yes,no,,4043051-0,sh85052162,634,,
Q111679581,fungal physiology,yes,no,936333,,sh85052453,,,QK601
Q1361345,general psychology,yes,no,,4141943-1,,,,
Q222046,genomics,yes,no,,,sh2002000809,,,
Q483130,geographic information system,yes,no,1752691|940423,4261642-6,sh2003007733|sh90001880,910.285,300263887,G70.212-G70.217
Q1648514,geology of the Moon,yes,no,,,sh85078856,,,
Q8087,geometry,yes,no,,4020236-7,sh85054133,516,300054529,QA440-QA699
Q52109,geomorphology,yes,no,940955,4130684-3,sh85054165,551.41,300054547,
Q1349130,geotechnical engineering,yes,no,,4156771-7,sh2013000289,624.151,300379880,
Q828879,gestalt therapy,yes,no,,4020726-2,sh85054724,616.89143,,
Q17017346,global analysis,yes,no,,,sh85055284,,,
Q28877,goods,yes,no,,4139397-1,,338.02,,
Q157499,goodwill,yes,no,,,sh85055892,338.71,,
Q8091,grammar,yes,no,,4021806-5,sh85056259,415,300263250|300252962,
Q16887380,group,yes,no,,,,,300404444|300241507,
Q837393,group psychotherapy,yes,no,948490,4072158-9,sh85057493,616.89152,,
Q3481436,habitat conservation,yes,no,950055,,sh91001894,,,
Q876215,harmonic analysis,yes,no,951490,4023453-8,sh85058939,515.2433,,
Q12147,health,yes,no,952743,4020754-7,sh85059518,610,300055133,
Q31207,health care,yes,no,,,sh00005607|sh85082871,362.1,,
Q1519812,health policy,yes,no,,4113743-7,sh85083002,,,
Q1403186,health psychology,yes,no,,,sh86007745,,,
Q160289,hearing,yes,no,,4125741-8,sh85009496,155.422215|152.15,300055139,
Q1976068,helminthology,yes,no,954805,4122195-3,sh85060075,592.3|616.962|632.623|636.0896962,,
Q5710255,helping behavior,yes,no,954850,4024289-4,sh85060103,,,
Q103824,hematology,yes,no,,4022796-0,sh85060130,616.15,,
Q174416,herpetology,yes,no,955655,4159629-8,sh85060464,597.9,300379433,
Q7168,histology,yes,no,,4025092-1,sh85061084,611,300379445,
Q657069,historical reenactment,yes,no,,,,,300265214,
Q47728,hobby,yes,no,,4025175-5,sh85061308,306.487|790.13,,GV1201.5
Q1362274,hominization,yes,no,,4072613-7,sh85062868,,,
Q3769299,human behavior,yes,no,962811,,sh85062839,,300055168,
Q339557,human biology,yes,no,962865,4160775-2,sh85062843,599.9,,
Q720858,human ecology,yes,no,,4026152-9,sh85062856,,300180724,
Q1130265,hydraulic engineering,yes,no,,4064700-6,sh85063305,627,300054489,
Q179509,hydrogeology,yes,no,965077,4026307-1,sh85063439,551.49,300379576,
Q42250,hydrology,yes,no,,4026309-5,sh85063460,551,300264404|300264403,
Q31191973,hydromechanics,yes,no,,4026312-5,,,,
Q1366172,hydrometry,yes,no,,4498176-4,sh85063326,,,
Q60242,ichthyology,yes,no,966714,4161191-3,sh85064050,597,300251965,
Q131841,idea,yes,no,,,sh85064120,,,
Q187939,industrial manufacturing,yes,no,,4127067-8,sh97001369,338.4767,300077527,
Q28873772,inferential statistics,yes,no,,4247120-5,,,,
Q11028,information,yes,no,,4026899-8,,003.54|020|302.24|306.42|621.3822,300311832,
Q5268834,information and communications technology,yes,no,,,sh87002293,,,
Q456632,information privacy,yes,no,2032662,4011134-9,sh2021005721,,,HD30.3815
Q816826,information retrieval,yes,no,,4072803-1,sh85066148,025.04|025.524|005.74,300155377,
Q121182,information system,yes,no,972781,4072806-7,sh85066163,025.04|005.74|658.4038011,300387370,
Q1118654,institutional economics,yes,no,,4027208-4,sh85066745,330.1552|330,,
Q580101,integral equation,yes,no,,,sh85067088,515.45,,
Q131257,intellectual property,yes,no,,4136832-0,sh85067167,346.048,300055597,
Q451967,intentional human activity,yes,no,962784,4023277-3,sh85062836,,,BV4618
Q52948,interaction,yes,no,,4027266-7,,158.2|302|305,,
Q9378718,international cooperation,yes,no,,,,327.17,,
Q1067099,internetworking,yes,no,977304,,sh94007902,,,
Q749647,interoperability,yes,no,,,,004.6,,
Q855395,interpretation,yes,no,,,,121.68,,
Q114778863,irrigation engineering,yes,no,979596,4145122-3,sh85068296,,,
Q109984173,kelp forest ecology,yes,no,986730,,sh85071895,,,QH541.5.K4
Q9081,knowledge,yes,no,,4066559-8,,001,300055192,
Q28161,labour economics,yes,no,,,sh85073687,331,,
Q114570397,lake conservation,yes,no,990854,,sh95006396,,,
Q2624777,languages of Asia,yes,no,,,,,300387876,
Q295354,law and economics,yes,no,,4135492-8,sh95009376,,,
Q133500,learning,yes,no,,4035408-8,sh85075520,153.15|370.1523,,QP408|LB1060-LB1078
Q2732056,ledger,yes,no,,4571905-6,,658.1524402855,300027496|300027493,
Q1195662,legal anthropology,yes,no,,4048754-4,sh85075292,340.52|340.115,,
Q1192543,legal doctrine,yes,no,,4128412-4,,,,
Q2479662,legal psychology,yes,no,,,sh85075141,,,
Q864928,life sciences,yes,no,,4129772-6,sh85076841,,,
Q2480597,life skill,yes,no,998359,,sh85076844,,,
Q772835,linguistic anthropology,yes,no,,4153097-4,,,,
Q515701,linked data,yes,no,1896555,,sh2013002090,,,
Q27948,list,yes,no,,4783888-7,sh85077455,,,
Q83296,lithosphere,yes,no,,4139001-5,sh2011000728,551,,
Q626707,longitudinal wave,yes,no,,4168152-6,,,,
Q10477377,love for fellow humans,yes,no,,4041110-2,,,,
Q2539,machine learning,yes,no,,4193754-5,sh85079324,006.31,,
Q39680,macroeconomics,yes,no,,4037174-8,sh85079443,339,,
Q1043452,maintenance,yes,no,1006143,4027145-6,sh85079931,620.0046,300054719,
Q190993,malacology,yes,no,,4352566-0,,594,,
Q3615129,mammal anatomy,yes,no,1006953,,sh85080261,,,QL739
Q104856238,mammalian ecology,yes,no,1006970,,sh2010100357,,,QL739.8
Q104258221,marine chemical ecology,yes,no,1009482,,sh91005227,,,
Q109534974,marine geophysics,yes,no,1009623,,sh85081193,,,
Q74128869,maritime anthropology,yes,no,,,sh85081307,,,
Q1367461,mass customization,yes,no,,4460479-8,sh2006007647,658.5,,
Q11850141,materials testing,yes,no,1011882,4037934-6,sh85082086,,,
Q74130636,mathematical anthropology,yes,no,,,sh85082119,,,
Q12553063,mathematical linguistics,yes,no,,4037950-4,sh85082122,410.151,,
Q1166618,mathematical logic,yes,no,,4037951-6,sh85003435,511.3,,
Q246672,mathematical object,yes,no,,4169106-4,,,,
Q177719,medical diagnosis,yes,no,,4012040-5,sh85037489,636.0896075|616.075,,RC71-RC78.7
Q179661,medical treatment,yes,no,1149694,4059798-2,sh85134723|sh99005040,616.891|615,,
Q131850943,medicine of the nerves,yes,no,,4138737-5,,616.8009,,
Q628523,message,yes,no,,4127996-7,,,,
Q180160,metadata,yes,no,,4410512-5,sh96000740,025.3|005.7,300379475,
Q35277,metaphysics,yes,no,,4038936-4,sh85084286,110,300054293,
Q39072,microeconomics,yes,no,,4039225-9,sh85084819,338.5,,
Q338346,microscale meteorology,yes,no,1019897,4315182-6,sh85084862,,,
Q1667082,military policy,yes,no,1021386,4116489-1,sh85085264,,,UA11
Q183252,morphology,yes,no,,4407742-7,sh85087347,,,
Q661093,morphophonology,yes,no,,4170561-0,sh85087350,,,
Q1513879,natural language generation,yes,no,,,sh2017004703,,,
Q30642,natural language processing,yes,no,,,sh88002425,,,
Q3743137,natural resource management,yes,no,1034438,,sh2001000588,,,
Q20113959,nature conservation,yes,no,1034632,4115348-0,sh85090284,,,
Q102066,navigation,yes,no,,4041457-7,sh85090425,629.045,,
Q948647,neuroanatomy,yes,no,1036307,4171577-9,sh85091113,573.833|611.8,,
Q1335366,neuroendocrinology,yes,no,1036341,4041878-9,sh85091118,616.4,,QP356.4
Q1336265,neuroethology,yes,no,,,sh2021003848,,,
Q83042,neurology,yes,no,,4041888-1,sh85091139,616.8,,
Q660910,neurophysiology,yes,no,,4041897-2,sh85091159,573.8,,
Q3872,neuropsychology,yes,no,,4135740-1,sh85091163,612.8,,QP351-QP495
Q1395034,new product development,yes,no,,4139402-1,,,,
Q1503766,nonstandard analysis,yes,no,1039000,4137021-1,sh85082118,515,,
Q207125,nonverbal communication,yes,no,1039009,4075376-1,sh85092368,302.222,,
Q12479,number theory,yes,no,1041214,4067277-3,sh85093222,512.7,,QA241-QA247.5
Q488383,object,yes,no,,4172302-8,sh85093654,,,
Q1190554,occurrence,yes,no,,4152718-5,,,300069084|300054722,
Q108703418,ocean circulation,yes,no,1043477,,sh85093882,,,
Q175156,onomastics,yes,no,,4075199-5,sh85094813,929.97,,
Q861911,oration,yes,no,1129318,4048882-2,sh85126460,,300026674,PN6121-PN6129
Q107268129,oratory,yes,no,1047214,4340855-2,sh85095299,,,
Q110406476,organizational development,yes,no,,4126887-8,,658.402|658.406|1--0684,,
Q16270338,organizational psychology,yes,no,,4043786-3,sh2010113533,658.30019|302.35|158.7,,
Q44703,ornithology,yes,no,1048358,4075708-0,sh85095726,598,300251967,
Q118301,orthodontics,yes,no,,4030473-5,sh85095770,617.643,,
Q819121,osteology,yes,no,,4172925-0,,573.76|599.94|611.71,300379771,
Q52151,palaeogeography,yes,no,,4132305-1,sh85097061,551.7,300148178,
Q210369,paleozoology,yes,no,,4044380-2,sh85097123,560,,
Q212919,palynology,yes,no,,4121448-1,sh85097270,561.13|571.8452,300251145,
Q757248,papyrology,yes,no,,4173236-4,,091,300189534,
Q232661,parallel computing,yes,no,,,sh85097826,,,
Q1081988,pastoral care,yes,no,,4054151-4,sh85025778,253.5,,BV4012.2
Q253623,patent,yes,no,,4044874-5,sh99001711,608,300027832,
Q7208,pathology,yes,no,,4044893-9,sh85098685,616.07,300379436,
Q160402,perception,yes,no,1057622,4064317-7,sh85099708,152|121.34|152.1|153.7|155.911|612.823,300055176,QP441-QP445
Q499094,personal property,yes,no,,,,,300055607,
Q271716,personality psychology,yes,no,,4075996-9,,,,
Q163082,petrology,yes,no,1059885,4020740-7,sh85100472,552,300054556,QE420-QE499
Q1567856,pharmacoeconomics,yes,no,,4418449-9,,,,
Q272737,phenology,yes,no,1060498,4127856-2,sh85102793|sh85100673,578.42|581.43,,
Q484761,philosophy of language,yes,no,,4056486-1,,121.68|401,,
Q180536,philosophy of mathematics,yes,no,,,sh85082153,,,
Q23407,philosophy of mind,yes,no,,4248301-3,sh89004340,,,BD418-BD418.84
Q40998,phonology,yes,no,,4045836-2,sh99005585,414,300054263,
Q128893816,photogeology,yes,no,798096,4045886-6,sh85001264,,,QE33.2.A3
Q188391,phycology,yes,no,,4141873-6,sh85003477,,,
Q747883,physical activity,yes,no,,,,,300222722,
Q52107,physical geography,yes,no,,4174629-6,sh85101552,910.02,300054389,
Q128894857,physical geology,yes,no,1062672,,sh85101560,,,
Q2678675,physical medicine and rehabilitation,yes,no,,,sh91000759,617.03,,
Q1337681,physical oceanography,yes,no,2027046,,sh2021001476,,,
Q640068,phytochemistry,yes,no,836819,4174632-6,sh85015961,,,
Q1138244,phytosociology,yes,no,,4174073-7,,581.7,,
Q751439,planetary geology,yes,no,,,sh88000316,,,
Q104499,planetary science,yes,no,1065123,4233970-4,sh85102652,523.4,,
Q309100,planning,yes,no,,4046235-3,sh85102696,320.6,300054425,
Q4021,plant anatomy,yes,no,,,sh85015978,,,
Q84861608,plant conservation,yes,no,1065351,,sh85102720,,,
Q100913396,plant ecophysiology,yes,no,1065426,,sh88005635,,,
Q7201518,plant genetics,yes,no,,,sh85102745,631.5233,,
Q655362,plant morphology,yes,no,,,sh85015992,,,
Q1596387,political psychology,yes,no,,4175034-2,sh85104425,320.019,,JA74.5
Q9357091,political theory,yes,no,,4046563-9,,,,
Q1479406,preservation,yes,no,,4114279-2,sh85142502,,300105444,
Q1717246,prevention,yes,no,,4076308-0,sh99002416,,,
Q1773974,preventive medicine,yes,no,,4047033-7,sh85083162,613,,RA421-RA790.95
Q188728,privacy,yes,no,,4123980-5,,323.448,300056387,
Q555911,private property,yes,no,,4232761-1,,333.3,,
Q5862903,probability theory,yes,no,,4079013-7,,,,
Q3249551,process,yes,no,,,,,300053001,
Q2424752,product,yes,no,,4139399-5,sh85028954,338.02,300387427,
Q7535186,professional skill,yes,no,,,sh85123160,,,
Q9143,programming language,yes,no,1078704,4047409-4,sh85107313,005.13,,
Q1400881,property,yes,no,,4013793-4,sh85107496,346.04|342.085|330.17|333.3|306.32,300055588,
Q937228,property,yes,no,,4151179-7,,,300123559,
Q108163,proposition,yes,no,,4003809-9,sh85107552,,,
Q169525,protein engineering,yes,no,1079685,4346801-9,sh86007375,,,TP248.65.P76
Q69886737,psychiatric social work,yes,no,,,sh85108376,,,
Q7867,psychiatry,yes,no,,4047667-4,sh85108381,616.89,300054521,
Q1322052,psychodiagnostics,yes,no,,4076411-4,sh85108427,616.89075,,
Q179488,psycholinguistics,yes,no,,4127537-8,sh85108432,152.3842|401.9,300054253,
Q2116028,psychological anthropology,yes,no,,4176225-3,,155.89|302,300054447,
Q368498,psychology of religion,yes,no,,4049418-4,sh85108485,200.19,300054304,BF1-BF990|BL53-BL54
Q506132,psychometrics,yes,no,1081639,4176236-8,sh85108490,150.15195,,RC473.P79
Q1500332,psychoneuroimmunology,yes,no,1081655,4245519-4,sh86001417,616.079019|616.89079,,
Q1515727,psychopharmacology,yes,no,1081659,4176249-6,sh85108498,615.78,,
Q183257,psychotherapy,yes,no,,4047746-0,sh85108516,616.8914,,RC475-RC489.2
Q702627,public property,yes,no,,4188515-6,,,,
Q732577,publication,yes,no,1201065,4187925-9,sh2004003366,,300111999,
Q282250,qualia,yes,no,,4561531-7,sh98001235,,,
Q4218455,qualification,yes,no,,4125835-6,,,,
Q110257133,queer musicology,yes,no,,,sh2021005718,,,ML3797.4
Q98929208,queer studies,yes,no,939054,,sh95001341,,,
Q176623,random variable,yes,no,,4129514-6,sh85111355,519.2,,
Q856741,random walk,yes,no,,,sh85111357,519.282,,
Q1128971,rapid prototyping,yes,no,,,sh2001000752,,300265423,
Q199657,reading,yes,no,,4035439-8,sh85111662,418.4,300248178,
Q1660119,real estate economics,yes,no,,,,333.33,,
Q1156402,reasoning,yes,no,,,,153.43,,
Q184872,recreation,yes,no,1091713,4015261-3,sh85111945,790|613.79|612.044,300069710,
Q830687,reinforcement learning,yes,no,,4825546-4,sh92000704,006.31,,Q325.6
Q2193887,reliability engineering,yes,no,,4145063-2,,,,
Q1472062,remote communication,yes,no,,4171041-1,,,,
Q1425625,reproducibility,yes,no,,4586094-4,sh94003448,,,
Q11990,reproduction,yes,no,,4017982-5,sh85112953,571.8,,
Q3640158,reproductive biology,yes,no,,,,,300265209,
Q106099201,reptile anatomy,yes,no,1095022,,sh85112965,,,QL669
Q276099,research and development,yes,no,,4017897-3,,658.57,,
Q56557294,resource economics,yes,no,,4400948-3,,,,
Q2135597,rights policy,yes,no,,4048822-6,,,,
Q1151067,rule,yes,no,,4177368-8,,,,
Q10566551,safety,yes,no,,,,,300055282,
Q904708,science policy,yes,no,,4140181-5,sh85118622,,,
Q1298668,science project,yes,no,,4155053-5,,001.4,,
Q12042160,scientific literature,yes,no,,,sh85118691,808.0665,,
Q11540953,search,yes,no,,4221436-1,,,,
Q1503443,secrecy,yes,no,1110644,,sh85119431,,300257050,
Q2267590,self-education,yes,no,,4180852-6,,378.17943,,
Q7449051,semantic computing,yes,no,,,sh2009007899,,,
Q1045785,semantic network,yes,no,,4242662-5,sh92004914,,,
Q3955369,sensation,yes,no,,,,,300055181,
Q41796,sentence,yes,no,,4138320-5,sh85120063,,,
Q133250,sequence,yes,no,1112884,4017790-7,sh85120145,515.24,300192339,
Q1732190,sequence stratigraphy,yes,no,,4415907-9,sh2001004460,,,
Q7406919,service,yes,no,,4012178-1,,338.47|381.45,,
Q12482,set theory,yes,no,,4074715-3,sh85120387,511.322,,
Q170912,sexology,yes,no,,4077394-2,sh90004841,306.7|155.3|612.6,,
Q15116915,show,yes,no,,,sh85052948,790,,
Q720362,silviculture,yes,no,,4064356-6,,634.95,300179397,
Q205961,skill,yes,no,,4016895-5,,,,
Q11253473,smart device,yes,no,,7525182-6,,,,
Q3220391,social networking service,yes,no,1741311,,sh2006006990,,300312270,
Q180592,social philosophy,yes,no,,4055876-9,,301.01,,
Q828395,social policy,yes,no,,4055879-4,sh85123985,361.25,,
Q1193625,social science methodology,yes,no,,,sh85124011,,,
Q11588306,social services,yes,no,,4055710-8,sh85124049,360,300138069,
Q1570681,sociology of culture,yes,no,,4133431-0,,306,,
Q847486,sociology of knowledge,yes,no,,4066615-3,sh85072731,306.42,300054459,BD175-BD175.5
Q847034,sociology of law,yes,no,,4048837-8,sh85124198,340.115,,
Q9339103,sociology of organisations,yes,no,,4043788-7,,,,
Q461659,sociology of religion,yes,no,,,sh85112587,306.6,300054305,
Q2747152,sociology of science,yes,no,,4066615-3,,,,
Q15783860,sociology of work,yes,no,,4138757-0,,306.36,,
Q1639361,sociotechnical system,yes,no,,,sh2015002635,,,
Q7397,software,yes,no,,4055382-6,sh85029534,005.3|005,300028566,
Q638608,software development,yes,no,,4116522-6,sh85029535,005.12,,
Q880371,software industry,yes,no,,,sh85029538,,,
Q940053,software maintenance,yes,no,,4197460-8,sh85124299,,,
Q908684,solid-state chemistry,yes,no,,4129288-1,sh85124636,,,
Q2299570,somatology,yes,no,,,sh85101512,,,
Q11461,sound,yes,no,1126935,4129541-9,sh85125363,534,,
Q180046,space exploration,yes,no,,4117629-7,sh85096159,629.435|500.5|520,,
Q24249534,specialised classification scheme,yes,no,,,,025.46,,
Q52946,speech,yes,no,,4116580-9,sh85126434,080,300055195,
Q25481968,speech act,yes,no,,4077748-0,sh85126441,,,P95.55-P95.56
Q1799172,sports anthropology,yes,no,,4056369-8,,306.483|599.9|612.044|612.76|796.01,,
Q3055155,sports training,yes,no,,4060595-4,,796.077,,
Q120910099,statistical analysis,yes,no,,,,519.53,,
Q12718609,statistical method,yes,no,,,sh85127572,001.422,,
