qid,label,subclass_of,subclass_of_label,part_of,part_of_label,has_parts,has_parts_label,fast_id,gnd_id,lcsh_id,ddc,aat_id,babelnet_id,kbpedia_id,world_history_id,lcc
Q20920559,procedure,Q1799072,method,,,Q110240153,step,,,,,,,,,
Q3249551,process,Q67518978|Q133250,occurrent|sequence,Q2377160,Systems Biology Ontology,Q1190554|Q529711|Q27956567|Q12769393,occurrence|beginning|central part|end,,,,,300053001,14481766n,Process,,
Q10843872,process,Q3249551|Q1914636,process|activity,,,Q1816633,unit operation,,,,,,,ProcessType,,
Q2424752,product,Q488383,object,,,,,,4139399-5,sh85028954,338.02,300387427,00054416n,,,
Q7247798,product testing,Q1003030|Q265158,test|review,,,,,,,,,,,ProductTesting,,
Q7535186,professional skill,Q1347367|Q205961,aptitude|skill,Q28194801,skill set,,,,,sh85123160,,,,,,
Q9143,programming language,Q629206,computer language,Q68,computer,Q1152399|Q25346349|Q1199356|Q865760,syntax|execution model|standard library|type system,1078704,4047409-4,sh85107313,005.13,,00064652n,ProgrammingLanguage,,
Q25312607,programming model,,,,,,,,,,,,,,,
Q1400881,property,Q28877,goods,,,Q555911|Q702627|Q4227971|Q10494269|Q499094|Q131257|Q5393493,private property|public property|collective ownership|real property|personal property|intellectual property|title,,4013793-4,sh85107496,346.04|342.085|330.17|333.3|306.32,300055588,00064755n,,,
Q937228,property,Q7048977,abstract entity,,,,,,4151179-7,,,300123559,00064752n,,,
Q108163,proposition,Q246672|Q131841,mathematical object|idea,Q474328,declarative sentence,,,,4003809-9,sh85107552,,,00019404n,Proposition,,
Q2990613,prosocial behavior,Q921513,social behavior,,,,,,,,,,,,,
Q169525,protein engineering,Q580689,bioengineering,Q7094,biochemistry,,,1079685,4346801-9,sh86007375,,,,,,TP248.65.P76
Q2467781,protistology,Q420|Q7193,biology|microbiology,,,,,,,,,,,,,
Q120910093,provenance,,,,,,,,,,,,,,,
Q2801621,psychiatric nursing,Q121176|Q7867|Q11974939,nursing|psychiatry|health professional,Q121176,nursing,,,,,,,,,PsychiatricNursing,,
Q69886737,psychiatric social work,,,Q205398,social work,,,,,sh85108376,,,,,,
Q7867,psychiatry,Q11190|Q113129019|Q9418|Q131850943,medicine|clinical sciences|psychology|medicine of the nerves,,,Q1380905|Q2976167|Q1407263|Q1741745|Q1278031|Q256771|Q5933911|Q4681117|Q6857804|Q28402643|Q5263805|Q4313186|Q16592775,social psychiatry|cross-cultural psychiatry|forensic psychiatry|child and adolescent psychiatry|geriatric psychiatry|emergency psychiatry|consultation-liaison psychiatry|addiction psychiatry|military psychiatry|immuno-psychiatry|descriptive psychiatry|narcology|phenomenological psychiatry,,4047667-4,sh85108381,616.89,300054521,,Psychiatry,,
Q41630,psychoanalysis,Q7867|Q9418,psychiatry|psychology,,,Q7256338|Q3410022,psychoanalytic theory|child psychoanalysis,,4047689-3,sh85108411,150.195,300054450,,Psychoanalysis,,BF173-BF175.5|RC500-RC510
Q1322052,psychodiagnostics,Q199906,clinical psychology,,,,,,4076411-4,sh85108427,616.89075,,,,,
Q2279219,psychodynamic psychotherapy,Q183257,psychotherapy,,,,,,,,,,,PsychodynamicPsychotherapy,,
Q179488,psycholinguistics,Q8162|Q9418,linguistics|psychology,,,,,,4127537-8,sh85108432,152.3842|401.9,300054253,,Psycholinguistics,,
Q2116028,psychological anthropology,Q23404|Q12572036|Q28598,anthropology|ethnopsychology|cultural anthropology,,,,,,4176225-3,,155.89|302,300054447,,PsychologicalAnthropology,,
Q12047512,psychological phenomenon,Q483247|Q1190554,phenomenon|occurrence,,,,,,,,,,,,,
Q9418,psychology,Q1587903|Q843601|Q3919817,human science|health sciences|behavioral sciences,,,Q7782373|Q4376413|Q538904|Q1361345|Q199906|Q624758|Q16270338|Q490354|Q175002|Q271716|Q23373|Q3872|Q1515727|Q475042|Q1514684|Q632190|Q368498|Q2479662|Q1403186|Q476590|Q1064195|Q5442885|Q170912|Q1727025|Q2905785|Q11830699|Q1224394|Q161272|Q1596387|Q2386890|Q179488|Q7256416|Q1322052|Q506132,theoretical psychology|practical psychology|applied psychology|general psychology|clinical psychology|psychopathology|organizational psychology|engineering psychology|developmental psychology|personality psychology|cognitive psychology|neuropsychology|psychopharmacology|experimental psychology|gerontopsychology|sport psychology|psychology of religion|legal psychology|health psychology|music psychology|psychology of art|feminist psychology|sexology|chess psychology|cyberpsychology|gender psychology|differential psychology|social psychology|political psychology|psychology of money|psycholinguistics|psychology of dance|psychodiagnostics|psychometrics,1081447,4047704-6,sh85108459,150,300054446,00065026n,Psychology,,
Q1064195,psychology of art,Q9418,psychology,,,,,,,,,,,,,
Q7256416,psychology of dance,Q1064195,psychology of art,,,,,,,,,,,,,
Q2386890,psychology of money,,,,,,,,,,,,,,,
Q368498,psychology of religion,Q538904|Q7311140|Q9418|Q9174,applied psychology|religion and health|psychology|religion,,,Q143210,religious experience,,4049418-4,sh85108485,200.19,300054304,,,,BF1-BF990|BL53-BL54
Q506132,psychometrics,Q9418,psychology,,,,,1081639,4176236-8,sh85108490,150.15195,,,Psychometrics,,RC473.P79
Q1500332,psychoneuroimmunology,Q2492999|Q101929|Q3872|Q138301877,neuroimmunology|immunology|neuropsychology|psychoneuroimmunoendocrinology,,,,,1081655,4245519-4,sh86001417,616.079019|616.89079,,03696057n,,,
Q624758,psychopathology,Q9418,psychology,Q9418,psychology,,,,,sh85108479,616.89,,,Psychopathology,,
Q1515727,psychopharmacology,Q128406|Q2299606,pharmacology|psychiatric somatotherapy,,,,,1081659,4176249-6,sh85108498,615.78,,00065033n,Psychopharmacology,,
Q183257,psychotherapy,Q179661,medical treatment,Q179661|Q9418,medical treatment|psychology,Q2279219|Q41630|Q828879|Q556014|Q1147152|Q928865|Q1416259|Q870449|Q1404521|Q837393,psychodynamic psychotherapy|psychoanalysis|gestalt therapy|existential therapy|cognitive behavioral therapy|art therapy|body psychotherapy|family therapy|feminist therapy|group psychotherapy,,4047746-0,sh85108516,616.8914,,00065042n,PsychologicalTherapy,,RC475-RC489.2
Q11830794,pteridology,Q441,botany,,,,,,,,,,,,,
Q55693887,public administration theory,Q9357091|Q2736989,political theory|science of public administration,,,,,,,,,,,,,
Q60761185,public criminology,,,,,,,,,,,,,,,
Q2248246,public economics,,,Q8134,economics,,,,,,,,,,,
Q189603,public health,Q843601|Q34749,health sciences|social science,,,,,1082238,4139691-1|4139640-6,sh85108638,362.1,300132827,03229529n,PublicHealth,,RA|RA421-RA790.95
Q122751959,public health microbiology,Q7193|Q189603,microbiology|public health,,,,,,,,,,,,,
Q29572498,public health policy,Q1519812,health policy,,,,,,,,,,,,,
Q546113,public policy,Q1156854,policy,Q7188|Q7275|Q31728,government|state|public administration,Q181648|Q1805337|Q919526|Q904708|Q1667082|Q2516371|Q396198|Q7692619|Q1573035|Q1711347,foreign policy|energy policy|environmental policy|science policy|military policy|transport policy|agricultural policy|technology policy|domestic policy|cultural policy,,4182679-6,sh85056091,,300055507|300054445,,PublicPolicy,,
Q702627,public property,Q1400881,property,,,,,,4188515-6,,,,,PublicProperty,,
Q732577,publication,Q115668308|Q49848,release|document,,,Q191067|Q571,article|book,1201065,4187925-9,sh2004003366,,300111999,00065106n,PublishedMaterial,,
Q837863,pure mathematics,Q395|Q964754,mathematics|basic research,,,,,,,,,,,PureMathematics,,
Q282250,qualia,Q7268708|Q1190554,qualitative property|occurrence,Q7631415|Q4338318,subjective consciousness|awareness,,,,4561531-7,sh98001235,,,,Qualia,,
Q4218455,qualification,Q1207505,quality,,,Q374814|Q3412758,certification|professional qualification,,4125835-6,,,,,,,
Q120969783,quality metrics,,,,,,,,,,,,,,,
Q7268923,quantitative ecology,Q7150|Q12483|Q395,ecology|statistics|mathematics,,,,,,,,,,,,,
Q110257133,queer musicology,Q164204,musicology,,,,,,,sh2021005718,,,,,,ML3797.4
Q98929208,queer studies,Q34749|Q1143546|Q17884,social science|cultural studies|LGBTQ,Q1662673,gender studies,,,939054,,sh95001341,,,,,,
Q3428776,query,Q23312670|Q234460,information request|text,,,,,,,,,,,,,
Q120910066,query answering,,,,,,,,,,,,,,,
Q12717855,radar meteorology,Q25508248,radio meteorology,,,,,,,,,,,,,
Q25508248,radio meteorology,Q25261,meteorology,,,,,,,,,,,,,
Q176623,random variable,Q166211|Q50701,random element|variable,Q5862903,probability theory,,,,4129514-6,sh85111355,519.2,,,,,
Q856741,random walk,Q176737,stochastic process,,,,,,,sh85111357,519.282,,,,,
Q24965354,rangeland management,Q3743137|Q5333882,natural resource management|ecosystem management,,,,,1089831,,sh85111362,,,,RangeManagement,,
Q1128971,rapid prototyping,Q2904257|Q187939|Q107285214,software development process|industrial manufacturing|design prototyping,,,,,,,sh2001000752,,300265423,,,,
Q199657,reading,Q1914636|Q2200417|Q11862829|Q47728,activity|cognition|academic discipline|hobby,,,,,,4035439-8,sh85111662,418.4,300248178,,Reading,,
Q109569975,reading experience,Q164359,experience,,,,,,,,,,,,,
Q854531,real analysis,Q7754,mathematical analysis,,,,,,,,,,02004221n,,,
Q1660119,real estate economics,Q8134,economics,Q150737,architectural engineering,,,,,,333.33,,00525070n,RealEstateEconomics,,
Q10494269,real property,Q1400881|Q27096235,property|artificial geographic entity,,,,,,,,,,,RealEstate,,
Q7301272,reality mining,,,,,,,,,,,,,,,
Q1156402,reasoning,Q7048977|Q9420|Q1799072,abstract entity|thought|method,,,,,,,,153.43,,,Reasoning,,
Q18733,recall,Q781413|Q282250,cognitive process|qualia,Q492,memory,Q4677578,active recall,,,,,,,,,
Q2470517,record,Q107435521|Q877977|Q16939392,record|assignable variable|chunk,Q8513,database,Q1172412,field,,,,,,,,,
Q184872,recreation,Q451967,intentional human activity,Q180910,leisure,,,1091713,4015261-3,sh85111945,790|613.79|612.044,300069710,,RecreationalActivity,,
Q120969796,recursive queries,,,,,,,,,,,,,,,
Q100773131,regional economy,Q159810|Q137185571,economy|economy in a country or region,Q3578760,geographical economy,,,,,,,,,,,
Q830687,reinforcement learning,Q2539,machine learning,Q2539,machine learning,,,,4825546-4,sh92000704,006.31,,03511335n,,,Q325.6
Q7310755,relationship extraction,Q676880,text mining,,,,,,,,,,,,,
Q2193887,reliability engineering,Q682496,systems engineering,,,,,,4145063-2,,,,,ReliabilityEngineering,,
Q34187,religious studies,Q34749,social science,Q64687996,theology and religious studies,,,,4049426-3,sh85112556,,,,,,
Q1472062,remote communication,Q11024,communication,,,,,,4171041-1,,,,,,,
Q1425625,reproducibility,Q133798571,epistemological values,Q46857,scientific method,,,,4586094-4,sh94003448,,,,,,
Q11990,reproduction,Q2996394|Q11398090,biological process|creation,,,,,,4017982-5,sh85112953,571.8,,00012995n,Reproduction,,
Q3640158,reproductive biology,Q420,biology,,,,,,,,,300265209,,,,
Q11608188,reproductive ecology,Q7150|Q3640158,ecology|reproductive biology,,,,,,,,,,,ReproductiveEcology,,
Q130304869,reproductive physiology,Q521,physiology,,,,,,,,,,,,,
Q106099201,reptile anatomy,Q8198634|Q10818163,animal anatomy|vertebrate anatomy,,,,,1095022,,sh85112965,,,,,,QL669
Q111680414,reptile genetics,Q9307400|Q110310405,reptiliology|animal genetics,,,,,,,,,,,,,
Q9307400,reptiliology,Q174416,herpetology,,,Q577555|Q111389636|Q24002214,ophiology|saurology|cheloniology,,,,,,,,,
Q105418773,requirements capture,,,Q187147,requirements analysis,,,,,,,,,,,
Q42240,research,Q21004260|Q1914636|Q3249551|Q117460485,inquiry|activity|process|education and research,Q336,science,Q112666400|Q276099|Q1298668|Q1438035,research process|research and development|science project|research design,1095153,4017894-8,sh85113021,001.4,300054687|300254807,00067280n,Research,,Q179.9-Q180.7
Q276099,research and development,Q17493662|Q105606485|Q17987890,"professional, scientific and technical activities|intellectual activity|knowledge industry",Q112117722,division in classification of productive activities,Q29585741|Q29584794,research and experimental development on natural sciences and engineering|Research and experimental development on social sciences and humanities,,4017897-3,,658.57,,01896010n,ResearchAndDevelopment,,
Q1438035,research design,Q123421343,program design,Q42240,research,,,,,,,,,,,
Q112666400,research process,Q3249551,process,Q42240,research,,,,,,,,,,,
Q1051925,resolution,,,,,,,,,,,,02084347n,,,
Q115297437,resolution,Q65757353,transformation,,,,,,,,,,,,,
Q114950450,resolution mechanics,Q1751513,game mechanic,,,,,,,,,,,,,
Q56557294,resource economics,,,Q8134,economics,,,,4400948-3,,,,,,,
Q130326133,retrovirology,Q7215,virology,,,,,,,,,,,,,
Q271707,rheology,Q193463|Q228736,continuum mechanics|materials science,,,,,,4049828-1,,531.1134,300379689,,Rheology,,
Q81009,rhetoric,Q1799072,method,Q11024,communication,,,1096948,4076704-8,sh85113628|sh00007543,800,300054298,00067608n,Rhetoric,,P301-P301.5
Q780687,rights,Q321839,agreement,,,,,,,,,,,Entitlement,,
Q2135597,rights policy,,,Q49371,legislation,Q15982348|Q67527759,justice policy|human rights policy,,4048822-6,,,,,,,
Q86923152,risk source,Q18603648|Q31464082,contributing factor|source entity,,,,,,,,,,,,,
Q170978,robotics,Q180165|Q113104535,"mechatronics|control engineering, mechatronics and robotics",Q8148,industrial sector,,,,4261462-4,sh85114628,629.892,300179504,,Robotics,,
Q1151067,rule,Q628523|Q16686448,message|artificial object,,,,,,4177368-8,,,,,,,
Q120969795,rule mining,,,,,,,,,,,,,,,
Q120969789,rule-based reasoning,,,,,,,,,,,,,,,
Q110965311,rural criminology,,,Q161733|Q396246,criminology|rural sociology,,,,,,,,,,,
Q10566551,safety,Q813912|Q10354783,condition|practice,Q189447|Q2689057|Q2920763,risk management|dependability|nuclear power debate,,,,,,,300055282,,,,
Q135581741,santur performance,Q104985225,percussion performance,,,,,,,,,,,,,
Q111389636,saurology,Q9307400,reptiliology,,,,,,,,,,,,,
Q115160941,saxophone performance,Q6942562,musical performance,,,,,,,,,,,,,
Q336,science,Q105948247|Q9081|Q221173|Q9471|Q42240|Q105606485,knowledge system|knowledge|outline of academic disciplines|epistemology|research|intellectual activity,Q1881523,"science, technology, engineering, and mathematics",Q12132639|Q7991|Q34749|Q816264|Q5769081|Q1665984|Q6045936|Q42240|Q12042160|Q133897036,scientific worldview|natural science|social science|formal science|experimental science|interdisciplinary science|scientific knowledge|research|scientific literature|predictive science,1108176,4066562-8,sh85118553|sh00007934,001.2,300054462,00069670n,,science,Q
Q34104,science and technology,Q930933,relation,,,,,,,,,,,,,
Q3475787,science and technology of physical and sporting activities,,,,,,,,,,,,,,,
Q2485457,science education,Q8434|Q1782301,education|study,,,,,1108387,,sh85118587,507.1,,,ScienceEducation,,
Q2736989,science of public administration,Q36442,political science,Q113125740,policy and administration studies,Q55693887,public administration theory,,4137670-5,,,,,,,
Q904708,science policy,Q546113,public policy,,,,,,4140181-5,sh85118622,,,,,,
Q1298668,science project,Q170584|Q7315176,project|research program,Q42240|Q7315176,research|research program,Q123421529,research plan,,4155053-5,,001.4,,,,,
Q6045936,scientific knowledge,Q9081,knowledge,Q336,science,,,,,,,,,,,
Q12042160,scientific literature,Q213051|Q1391420|Q68200780,non-fiction|specialized literature|scholarly literature,,,,,,,sh85118691,808.0665,,,,,
Q12132639,scientific worldview,Q49447,world view,Q336,science,Q30060700,scientific object,,,,,,,,,
Q11540953,search,Q4544684|Q1079196,search|command,,,,,,4221436-1,,,,,,,
Q4127956,second signal system,,,,,,,,,,,,,,,
Q59157859,secondary information,Q11028,information,Q905511,secondary source,,,,,,,,,,,
Q1503443,secrecy,Q30301727,hiding,,,,,1110644,,sh85119431,,300257050,,Secrecy,,
Q26710929,security science,Q1587903|Q5769133,human science|Factual science,,,,,,1112677186,,,,,,,
Q9261228,segmental phonology,Q40998,phonology,,,,,,,,,,,,,
Q83371,seismology,Q46255,geophysics,Q52107|Q46255,physical geography|geophysics,Q606654,earthquake prediction,1111306,4379341-1,sh85119634,551.22,300266706,,Seismology,,QE531-QE541
Q126181255,selenology,Q104499,planetary science,,,,,,,,,,,,,
Q2267590,self-education,Q8434|Q9347372,education|studies,Q7922,pedagogy,,,,4180852-6,,378.17943,,,,,
Q120969778,semantic bus,,,,,,,,,,,,,,,
Q7449051,semantic computing,Q622821,calculation,,,,,,,sh2009007899,,,,,,
Q120969817,semantic middleware,,,,,,,,,,,,,,,
Q1045785,semantic network,Q33002955|Q2479726,knowledge graph|graph data structure,,,,,,4242662-5,sh92004914,,,,,,
Q120969798,semantic portal,,,,,,,,,,,,,,,
Q120910076,semantic profiles,,,,,,,,,,,,,,,
Q39645,semantics,Q8162,linguistics,Q8162|Q60195,linguistics|semiotics,,,1112079,4054490-4,sh85119870|sh2001008780,401.43,300054268,00070404n,Semantics,,
Q60195,semiotics,Q84771819|Q2267705,interdisciplinary program|field of study,,,,,,4054498-9,sh85119950,302.2,300054254,,Semiotics,,
Q3955369,sensation,Q5720030,detection,,,,,,,,,300055181,00070494n,,,
Q11086205,sensory perception,Q14912053|Q160402,nervous system process|perception,,,,,,,,,,,,,
Q14908172,sensory perception of mechanical stimulus,Q11086205,sensory perception,,,,,,,,,,,,,
Q136298391,sensory physiology,Q521,physiology,,,,,,,,,,,,,
Q41796,sentence,Q15916540|Q258403|Q115786086|Q12132146,semantic unit|utterance|form|Q12132146,,,,,,4138320-5,sh85120063,,,00070528n,Sentence,,
Q120969819,sentence context ontology,,,,,,,,,,,,,,,
Q133250,sequence,Q11348|Q16889133,function|class,,,,,1112884,4017790-7,sh85120145,515.24,300192339,00070574n,OrderedListType,,
Q1732190,sequence stratigraphy,,,Q134783,stratigraphy,,,,4415907-9,sh2001004460,,,,,,
Q130270551,seroepidemiology,Q133805|Q502159,epidemiology|serology,,,,,,,,,,,,,
Q502159,serology,Q7193|Q177719|Q101929,microbiology|medical diagnosis|immunology,,,,,,4054613-5,sh85120300,616.0756|616.0795,300380564,,Serology,,
Q7406919,service,Q2897903|Q2424752|Q8187769,goods and services|product|economic activity,Q2897903,goods and services,,,,4012178-1,,338.47|381.45,,00070651n,ServicesEconomics,,
Q1668024,service on Internet,Q1273271|Q1640628|Q340169,e-service|network service|communications media,Q75,Internet,,,,,,,,,InternetService,,
Q120910081,services,,,,,,,,,,,,,,,
Q28813620,set,Q99527517,collective entity,,,Q36808958,element of set,,,,,,,,,
Q12482,set theory,,,Q112955904|Q114705834,"mathematical logic, set theory, lattices and universal algebra|theory of sets, relations and functions",,,,4074715-3,sh85120387,511.322,,00070711n,SetTheory,,
Q170912,sexology,Q9418|Q21201|Q11190,psychology|sociology|medicine,,,,,,4077394-2,sh90004841,306.7|155.3|612.6,,,Sexology,,
Q9158025,sexual anthropology,Q23404|Q98929208,anthropology|queer studies,,,,,,,,,,,,,
Q15116915,show,Q1656682|Q43099500,event|performing arts production,,,,,,,sh85052948,790,,,,,
Q720362,silviculture,Q1791868,cultural technique,Q38112,forestry,,,,4064356-6,,634.95,300179397,,Silviculture,,
Q27939,singing,Q1914636|Q6942562,activity|musical performance,,,,,,4020470-4,sh85122827,782|783,300264372,,Singing,,
Q269915,sinology,Q476294|Q162817,oriental studies|East Asian studies,Q476294,oriental studies,,,,4137926-3,sh85024195,495.1|895.1,,00071780n,Sinology,,
Q205961,skill,Q1347367|Q9081,aptitude|knowledge,,,Q7535186|Q15910354|Q2480597,professional skill|soft skills|life skill,,4016895-5,,,,,SkillsMethod,,
Q125517135,skin biochemistry,Q7094,biochemistry,,,,,,,,,,,,,
Q11253473,smart device,Q2858615|Q2294986,electronic device|smart object,,,,,,7525182-6,,,,,,,
Q25112020,smart manufacturing,Q187939,industrial manufacturing,Q1661989|Q28130285,Industry 4.0|Fourth Industrial Revolution,Q858810|Q1128980|Q251212|Q1120057|Q229367|Q1367461|Q1128971|Q2539|Q3182448|Q119788585,big data|industrial robot|Internet of things|cyber-physical system|3D printing|mass customization|rapid prototyping|machine learning|predictive maintenance|digital data storage,,,,,,,,,
Q7544072,smart product,Q2424752,product,,,,,,,,,,,,,
Q29051,social anthropology,Q23404,anthropology,Q21505779,social and cultural anthropology,,,,4129436-1,,306,300137966,,SocialAnthropology,,
Q96239348,social dialectology,Q146893,dialectology,,,,,,,,,,,,,
Q3220391,social networking service,Q210980|Q202833|Q1668024|Q35127,virtual community|social media|service on Internet|website,Q75,Internet,Q102345381|Q2183753,social media account|post,1741311,,sh2006006990,,300312270,,,,
Q180592,social philosophy,Q5891,philosophy,Q113001585,social and political philosophy,,,,4055876-9,,301.01,,,,,
Q828395,social policy,Q546113|Q769620,public policy|social action,Q7163,politics,Q1451840|Q2588157|Q358238|Q1519812|Q11900327|Q15064326|Q452348|Q11873015|Q1419660|Q919526|Q69883|Q2516371|Q1260003|Q1711347,women's politics|housing policy|family policy|health policy|disability policy|immigration policy|education policy|criminal policy|societal defense|environmental policy|urban planning|transport policy|drug policy|cultural policy,,4055879-4,sh85123985,361.25,,,,,
Q2305441,social process,Q3249551|Q483247,process|phenomenon,,,Q11024,communication,,,,,,,,,
Q161272,social psychology,Q9418|Q21201,psychology|sociology,Q113212938,social and personality psychology,,,,4055891-5,sh85123994,302,300054452,,SocialPsychology,,HM1001-HM1281
Q34749,social science,Q33122512|Q97929320,"social sciences and humanities|humanities, arts and social sciences",,,Q8134|Q36442|Q23404|Q21201|Q9418|Q3274962|Q187084|Q5001951|Q1071|Q161272|Q382995|Q37732,economics|political science|anthropology|sociology|psychology|social statistics|newspaper studies|business studies|geography|social psychology|legal science|demography,1122877,4055916-6,sh85124003,300,300054314,00072545n,,,H
Q7551361,social science education,Q8434,education,,,,,,,,,,,,,
Q1193625,social science methodology,Q46857|Q17079481,scientific method|scholarly method,,,,,,,sh85124011,,,,,,
Q33122512,social sciences and humanities,Q336,science,,,Q5891|Q21201|Q43455|Q23404|Q80083|Q8162|Q309|Q1071|Q9418|Q164204|Q8134|Q34749|Q382995,philosophy|sociology|ethnology|anthropology|humanities|linguistics|history|geography|psychology|musicology|economics|social science|legal science,,,,,,,,,
Q11588306,social services,Q7406919,service,,,,,,4055710-8,sh85124049,360,300138069,,,,
Q3274962,social statistics,Q12483,statistics,,,,,,,,,,,,,
Q2724244,social web,,,,,,,,,,,,,,,
Q7552777,sociocultural anthropology,Q28598|Q29051,cultural anthropology|social anthropology,,,,,,,,,,,,,
Q160845,sociolinguistics,Q8162,linguistics,,,,,,4077623-2,sh85124195,306.44,300054255,,Sociolinguistics,,
Q21201,sociology,Q34749,social science,,,Q461659|Q2747152|Q15783860|Q829367|Q610859|Q9339103|Q847034|Q594322|Q847486|Q1570681|Q2167019|Q727825|Q112960968|Q105760881,sociology of religion|sociology of science|sociology of work|sociology of education|economic sociology|sociology of organisations|sociology of law|sociology of sport|sociology of knowledge|sociology of culture|environmental sociology|media sociology|sociology of labour markets|branch of sociology,,4077624-4,sh85124200,301,300054453,00072574n,Sociology,,
Q1570681,sociology of culture,Q21201|Q64899361,sociology|culture studies,,,,,,4133431-0,,306,,,SociologyOfCulture,,
Q829367,sociology of education,Q21201|Q861641,sociology|educational sciences,Q113210417,"education policy, sociology and philosophy",,,,,sh85041146,,,,,,
Q847486,sociology of knowledge,Q21201,sociology,,,,,,4066615-3,sh85072731,306.42,300054459,,,,BD175-BD175.5
Q112960968,sociology of labour markets,Q1302156,industrial sociology,Q629107,work studies,,,,,,,,,,,
Q847034,sociology of law,Q21201|Q382995,sociology|legal science,,,,,,4048837-8,sh85124198,340.115,,,,,
Q9339103,sociology of organisations,Q1570681|Q1302156,sociology of culture|industrial sociology,Q21201,sociology,,,,4043788-7,,,,,,,
Q461659,sociology of religion,Q21201|Q34187,sociology|religious studies,,,,,,,sh85112587,306.6,300054305,,,,
Q2747152,sociology of science,Q21201,sociology,,,,,,4066615-3,,,,,,,
Q594322,sociology of sport,Q21201|Q1298380,sociology|sports science,,,,,,,,,,,,,
Q15783860,sociology of work,Q1570681|Q629107|Q610859|Q9339103|Q21201,sociology of culture|work studies|economic sociology|sociology of organisations|sociology,Q2029930|Q629350,organizational studies|labor studies,,,,4138757-0,,306.36,,,,,
Q1639361,sociotechnical system,Q58778,system,,,Q120926552|Q1639378,engineered physical system|social system,,,sh2015002635,,,,,,
Q15910354,soft skills,Q205961,skill,,,,,,,,,,,,,
Q7397,software,Q17537576|Q47461344|Q12774177|Q2424752,creative work|written work|means|product,Q68,computer,Q40056|Q494756,computer program|data,,4055382-6,sh85029534,005.3|005,300028566,00021497n,Software,,
Q17176533,software component,Q66310127|Q110832782,immaterial component|software resource,Q40056,computer program,,,,,,,,,,,
Q638608,software development,Q1395034|Q739302|Q880371,new product development|economic production|software industry,,,Q105418773|Q80006|Q188522|Q940053|Q80993,requirements capture|computer programming|software testing|software maintenance|software engineering,,4116522-6,sh85029535,005.12,,01834425n,SoftwareDevelopment,,
Q2904257,software development process,Q500669|Q638608,technical process|software development,,,,,,,,,,01652179n,SoftwareDevelopmentProcess-Complete,,
Q20755684,software distribution,Q2297740|Q867147|Q880371,software deployment|product distribution|software industry,,,,,,,,,,,,,
Q80993,software engineering,Q682496|Q21198,systems engineering|computer science,Q11661|Q682496,information technology|systems engineering,,,1124185,4116521-4,sh87007398,005.1,,02058043n,SoftwareEngineering,,
Q880371,software industry,Q110702998,information technology industry,,,Q29584754|Q20755684,software publishing|software distribution,,,sh85029538,,,,SoftwareIndustry,,
Q940053,software maintenance,Q1043452|Q638608,maintenance|software development,,,,,,4197460-8,sh85124299,,,,SoftwareMaintenance,,
Q29584754,software publishing,Q16023725|Q880371,publishing industry|software industry,Q112122182,group in classification of productive activities,Q29585663|Q29585664,Publishing of computer games|Other software publishing,,,,,,,,,
Q188522,software testing,Q1003030|Q7247798,test|product testing,Q80993|Q757012|Q7921330,software engineering|quality management|software quality engineering,,,,,,,,02274588n,SoftwareTesting,,
Q908684,solid-state chemistry,Q11372,physical chemistry,Q113135490,macromolecular and materials chemistry,,,,4129288-1,sh85124636,,,,SolidStateChemistry,,
Q2299570,somatology,Q23404|Q219488,anthropology|primatology,,,,,,,sh85101512,,,,,,
Q11461,sound,Q3882459|Q626707,acoustic wave|longitudinal wave,,,,,1126935,4129541-9,sh85125363,534,,00000986n,Sound,,
Q31464082,source entity,Q35120,entity,,,,,,,,,,,,,
Q180046,space exploration,Q6502154|Q15706425,exploration|space research,Q112999614,human expansion in space,Q104499,planetary science,,4117629-7,sh85096159,629.435|500.5|520,,02211032n,SpaceExploration,,
Q25054415,space psychology,Q538904|Q9418,applied psychology|psychology,,,,,,,,,,,,,
Q1195766,space sciences,Q338|Q336,cosmology|science,,,,,1127807,4117629-7,sh85125953,629.435,,,,,
Q137918437,spatial information science,Q16387|Q1870019,information science|spatial science,,,,,,,,,,,,,
Q1870019,spatial science,Q8008,Earth science,,,Q816425|Q124468378|Q182468|Q42515|Q918779|Q131089|Q619798|Q6083625,surveying|geoinformation science|hydrography|cartography|geoinformatics|geodesy|geomatics|spatial informatics,,,,,,,,,
Q1595434,special education,Q7922,pedagogy,,,,,,,,,,,,,
Q24249534,specialised classification scheme,Q5962346,classification scheme,,,,,,,,025.46,,,ConventionalClassificationType,,
Q65306641,spectrometry,Q2165586|Q4751159,characterization|analytical chemical technique,,,,,,,,,,,,,
Q52946,speech,Q1066689|Q11461|Q4127956,human communication|sound|second signal system,Q11024,communication,Q25481968,speech act,,4116580-9,sh85126434,080,300055195,00049911n,Speaking,,
Q25481968,speech act,Q1190554|Q1066689,occurrence|human communication,,,,,,4077748-0,sh85126441,,,00073248n,,,P95.55-P95.56
Q105549868,speech physiology,Q2313389|Q2892439,speech science|human physiology,,,,,,,,,,,,,
Q2313389,speech science,Q110761784,phonetics and speech science,,,,,,4182549-4,,,,,,,
Q7577047,spider anatomy,Q2845653|Q8198634,arthropod anatomy|animal anatomy,,,,,,,,,,,,,
Q349,sport,Q747883,physical activity,Q66662493,"sport, games, physical exercises",,,1130432,4056366-2,sh85126887|sh00007735,306.483,300222725,00006759n,Sport,,GV561-GV1198.995
