qid,label,master_id,master_id_type,master_label,source,subclass_of,subclass_of_label,part_of,part_of_label,has_parts,has_parts_label,fast_id,gnd_id,lcsh_id,ddc,aat_id,babelnet_id,kbpedia_id,world_history_id,lcc
Q271588,printmaking,300131119,aat_id,printmaking,major,,,,,,,,,,,300131119,,,,
Q188728,privacy,323.448,ddc,privacy,discipline,Q780687|Q1503443,rights|secrecy,,,,,,4123980-5,,323.448,300056387,,PrivacyLevel,,
Q1733207,private international law,sh85030965,lcsh_id,private international law,major,,,,,,,,4027446-9,sh85030965,340.9,,,,,
Q4122235,private law,346,ddc,private law,major,,,,,,,,4047304-1,,346,,,,,
Q555911,private property,333.3,ddc,private property,discipline,Q1400881|Q178706,property|institution,Q1149275,property law,,,,4232761-1,,333.3,,,PrivateProperty,,
Q5862903,probability theory,4079013-7,gnd_id,probability theory,discipline,Q395,mathematics,Q15614122,measure theory,,,,4079013-7,,,,,ProbabilityTheory,,
Q3249551,process,300053001,aat_id,process,discipline,Q67518978|Q133250,occurrent|sequence,Q2377160,Systems Biology Ontology,Q1190554|Q529711|Q27956567|Q12769393,occurrence|beginning|central part|end,,,,,300053001,14481766n,Process,,
Q2424752,product,sh85028954,lcsh_id,product,discipline,Q488383,object,,,,,,4139399-5,sh85028954,338.02,300387427,00054416n,,,
Q7535186,professional skill,sh85123160,lcsh_id,professional skill,discipline,Q1347367|Q205961,aptitude|skill,Q28194801,skill set,,,,,sh85123160,,,,,,
Q121594,professor,sh85028378,lcsh_id,professor,major,,,,,,,,,sh85028378,,300025533,,,,
Q9143,programming language,sh85107313,lcsh_id,programming language,discipline,Q629206,computer language,Q68,computer,Q1152399|Q25346349|Q1199356|Q865760,syntax|execution model|standard library|type system,1078704,4047409-4,sh85107313,005.13,,00064652n,ProgrammingLanguage,,
Q834933,progressive education,sh85107319,lcsh_id,progressive education,major,,,,,,,,,sh85107319,,,,,,
Q179012,project management,sh85065919,lcsh_id,project management,major,,,,,,,,4047441-0,sh85065919,658.404,,,,,
Q852732,proof theory,sh85107437,lcsh_id,proof theory,major,,,,,,,,4145177-6,sh85107437,511.36,,,,,QA9.54
Q1400881,property,sh85107496,lcsh_id,property,discipline,Q28877,goods,,,Q555911|Q702627|Q4227971|Q10494269|Q499094|Q131257|Q5393493,private property|public property|collective ownership|real property|personal property|intellectual property|title,,4013793-4,sh85107496,346.04|342.085|330.17|333.3|306.32,300055588,00064755n,,,
Q937228,property,4151179-7,gnd_id,property,discipline,Q7048977,abstract entity,,,,,,4151179-7,,,300123559,00064752n,,,
Q108163,proposition,sh85107552,lcsh_id,proposition,discipline,Q246672|Q131841,mathematical object|idea,Q474328,declarative sentence,,,,4003809-9,sh85107552,,,00019404n,Proposition,,
Q69886737,psychiatric social work,sh85108376,lcsh_id,psychiatric social work,discipline,,,Q205398,social work,,,,,sh85108376,,,,,,
Q7867,psychiatry,sh85108381,lcsh_id,psychiatry,discipline,Q11190|Q113129019|Q9418|Q131850943,medicine|clinical sciences|psychology|medicine of the nerves,,,Q1380905|Q2976167|Q1407263|Q1741745|Q1278031|Q256771|Q5933911|Q4681117|Q6857804|Q28402643|Q5263805|Q4313186|Q16592775,social psychiatry|cross-cultural psychiatry|forensic psychiatry|child and adolescent psychiatry|geriatric psychiatry|emergency psychiatry|consultation-liaison psychiatry|addiction psychiatry|military psychiatry|immuno-psychiatry|descriptive psychiatry|narcology|phenomenological psychiatry,,4047667-4,sh85108381,616.89,300054521,,Psychiatry,,
Q557399,psychoacoustics,sh85108410,lcsh_id,psychoacoustics,major,,,,,,,1081233,4176198-4,sh85108410,,,,,,
Q41630,psychoanalysis,sh85108411,lcsh_id,psychoanalysis,discipline,Q7867|Q9418,psychiatry|psychology,,,Q7256338|Q3410022,psychoanalytic theory|child psychoanalysis,,4047689-3,sh85108411,150.195,300054450,,Psychoanalysis,,BF173-BF175.5|RC500-RC510
Q1322052,psychodiagnostics,sh85108427,lcsh_id,psychodiagnostics,discipline,Q199906,clinical psychology,,,,,,4076411-4,sh85108427,616.89075,,,,,
Q179488,psycholinguistics,sh85108432,lcsh_id,psycholinguistics,discipline,Q8162|Q9418,linguistics|psychology,,,,,,4127537-8,sh85108432,152.3842|401.9,300054253,,Psycholinguistics,,
Q2116028,psychological anthropology,155.89,ddc,psychological anthropology,discipline,Q23404|Q12572036|Q28598,anthropology|ethnopsychology|cultural anthropology,,,,,,4176225-3,,155.89|302,300054447,,PsychologicalAnthropology,,
Q9418,psychology,sh85108459,lcsh_id,psychology,discipline,Q1587903|Q843601|Q3919817,human science|health sciences|behavioral sciences,,,Q7782373|Q4376413|Q538904|Q1361345|Q199906|Q624758|Q16270338|Q490354|Q175002|Q271716|Q23373|Q3872|Q1515727|Q475042|Q1514684|Q632190|Q368498|Q2479662|Q1403186|Q476590|Q1064195|Q5442885|Q170912|Q1727025|Q2905785|Q11830699|Q1224394|Q161272|Q1596387|Q2386890|Q179488|Q7256416|Q1322052|Q506132,theoretical psychology|practical psychology|applied psychology|general psychology|clinical psychology|psychopathology|organizational psychology|engineering psychology|developmental psychology|personality psychology|cognitive psychology|neuropsychology|psychopharmacology|experimental psychology|gerontopsychology|sport psychology|psychology of religion|legal psychology|health psychology|music psychology|psychology of art|feminist psychology|sexology|chess psychology|cyberpsychology|gender psychology|differential psychology|social psychology|political psychology|psychology of money|psycholinguistics|psychology of dance|psychodiagnostics|psychometrics,1081447,4047704-6,sh85108459,150,300054446,00065026n,Psychology,,
Q368498,psychology of religion,sh85108485,lcsh_id,psychology of religion,discipline,Q538904|Q7311140|Q9418|Q9174,applied psychology|religion and health|psychology|religion,,,Q143210,religious experience,,4049418-4,sh85108485,200.19,300054304,,,,BF1-BF990|BL53-BL54
Q506132,psychometrics,sh85108490,lcsh_id,psychometrics,discipline,Q9418,psychology,,,,,1081639,4176236-8,sh85108490,150.15195,,,Psychometrics,,RC473.P79
Q1500332,psychoneuroimmunology,sh86001417,lcsh_id,psychoneuroimmunology,discipline,Q2492999|Q101929|Q3872|Q138301877,neuroimmunology|immunology|neuropsychology|psychoneuroimmunoendocrinology,,,,,1081655,4245519-4,sh86001417,616.079019|616.89079,,03696057n,,,
Q624758,psychopathology,sh85108479,lcsh_id,psychopathology,discipline,Q9418,psychology,Q9418,psychology,,,,,sh85108479,616.89,,,Psychopathology,,
Q2642975,psychopedagogy,370.15,ddc,psychopedagogy,major,,,,,,,,,,370.15,,,,,
Q1515727,psychopharmacology,sh85108498,lcsh_id,psychopharmacology,discipline,Q128406|Q2299606,pharmacology|psychiatric somatotherapy,,,,,1081659,4176249-6,sh85108498,615.78,,00065033n,Psychopharmacology,,
Q1428943,psychophysiology,sh85108484,lcsh_id,psychophysiology,major,,,,,,,,,sh85108484,612.8,,,,,
Q183257,psychotherapy,sh85108516,lcsh_id,psychotherapy,discipline,Q179661,medical treatment,Q179661|Q9418,medical treatment|psychology,Q2279219|Q41630|Q828879|Q556014|Q1147152|Q928865|Q1416259|Q870449|Q1404521|Q837393,psychodynamic psychotherapy|psychoanalysis|gestalt therapy|existential therapy|cognitive behavioral therapy|art therapy|body psychotherapy|family therapy|feminist therapy|group psychotherapy,,4047746-0,sh85108516,616.8914,,00065042n,PsychologicalTherapy,,RC475-RC489.2
Q31728,public administration,sh85108611,lcsh_id,public administration,major,,,,,,,1081976,,sh85108611,350,300254069,,,,
Q274490,public finance,sh85048270,lcsh_id,public finance,major,,,,,,,,4121273-3,sh85048270,336,,,,,
Q189603,public health,sh85108638,lcsh_id,public health,discipline,Q843601|Q34749,health sciences|social science,,,,,1082238,4139691-1|4139640-6,sh85108638,362.1,300132827,03229529n,PublicHealth,,RA|RA421-RA790.95
Q207892,public law,sh85108696,lcsh_id,public law,major,,,,,,,,4043181-2,sh85108696,342,300054444,,,,
Q294199,public order,4276243-1,gnd_id,public order,major,,,,,,,,4276243-1,,,,,,,
Q546113,public policy,sh85056091,lcsh_id,public policy,discipline,Q1156854,policy,Q7188|Q7275|Q31728,government|state|public administration,Q181648|Q1805337|Q919526|Q904708|Q1667082|Q2516371|Q396198|Q7692619|Q1573035|Q1711347,foreign policy|energy policy|environmental policy|science policy|military policy|transport policy|agricultural policy|technology policy|domestic policy|cultural policy,,4182679-6,sh85056091,,300055507|300054445,,PublicPolicy,,
Q702627,public property,4188515-6,gnd_id,public property,discipline,Q1400881,property,,,,,,4188515-6,,,,,PublicProperty,,
Q133080,public relations,sh85108753,lcsh_id,public relations,major,,,,,,,,4043188-5,sh85108753,659,300054685,,,,HM1221
Q732577,publication,sh2004003366,lcsh_id,publication,discipline,Q115668308|Q49848,release|document,,,Q191067|Q571,article|book,1201065,4187925-9,sh2004003366,,300111999,00065106n,PublishedMaterial,,
Q3972943,publishing,sh85108871,lcsh_id,publishing,major,,,,,,,1083463,4187925-9,sh85108871,002|801.959,300054686,,,,
Q203337,pulmonology,4122323-8,gnd_id,pulmonology,major,,,,,,,,4122323-8,,,,,,,
Q7260944,purchasing manager,300252561,aat_id,purchasing manager,major,,,,,,,,,,,300252561,,,,
Q282250,qualia,sh98001235,lcsh_id,qualia,discipline,Q7268708|Q1190554,qualitative property|occurrence,Q7631415|Q4338318,subjective consciousness|awareness,,,,4561531-7,sh98001235,,,,Qualia,,
Q4218455,qualification,4125835-6,gnd_id,qualification,discipline,Q1207505,quality,,,Q374814|Q3412758,certification|professional qualification,,4125835-6,,,,,,,
Q1144457,quantum physics,530.12,ddc,quantum physics,major,,,,,,,,4047992-4|4266670-3,,530.12|539,,,,,
Q110257133,queer musicology,sh2021005718,lcsh_id,queer musicology,discipline,Q164204,musicology,,,,,,,sh2021005718,,,,,,ML3797.4
Q98929208,queer studies,sh95001341,lcsh_id,queer studies,discipline,Q34749|Q1143546|Q17884,social science|cultural studies|LGBTQ,Q1662673,gender studies,,,939054,,sh95001341,,,,,,
Q872,radio,sh85110385,lcsh_id,radio,major,,,,,,,1087053,,sh85110385,791.4,300249989,,,,PN1991-1991.9|TK
Q77604,radiology,sh85110774,lcsh_id,radiology,major,,,,,,,,4048213-3,sh85110774,616.0757,300229401,,,,
Q176623,random variable,sh85111355,lcsh_id,random variable,discipline,Q166211|Q50701,random element|variable,Q5862903,probability theory,,,,4129514-6,sh85111355,519.2,,,,,
Q856741,random walk,sh85111357,lcsh_id,random walk,discipline,Q176737,stochastic process,,,,,,,sh85111357,519.282,,,,,
Q24965354,rangeland management,sh85111362,lcsh_id,rangeland management,discipline,Q3743137|Q5333882,natural resource management|ecosystem management,,,,,1089831,,sh85111362,,,,RangeManagement,,
Q1128971,rapid prototyping,sh2001000752,lcsh_id,rapid prototyping,discipline,Q2904257|Q187939|Q107285214,software development process|industrial manufacturing|design prototyping,,,,,,,sh2001000752,,300265423,,,,
Q199657,reading,sh85111662,lcsh_id,reading,discipline,Q1914636|Q2200417|Q11862829|Q47728,activity|cognition|academic discipline|hobby,,,,,,4035439-8,sh85111662,418.4,300248178,,Reading,,
Q1660119,real estate economics,333.33,ddc,real estate economics,discipline,Q8134,economics,Q150737,architectural engineering,,,,,,333.33,,00525070n,RealEstateEconomics,,
Q1156402,reasoning,153.43,ddc,reasoning,discipline,Q7048977|Q9420|Q1799072,abstract entity|thought|method,,,,,,,,153.43,,,Reasoning,,
Q184872,recreation,sh85111945,lcsh_id,recreation,discipline,Q451967,intentional human activity,Q180910,leisure,,,1091713,4015261-3,sh85111945,790|613.79|612.044,300069710,,RecreationalActivity,,
Q482379,regional development,4076605-6,gnd_id,regional development,major,,,,,,,,4076605-6,,,,,,,
Q830687,reinforcement learning,sh92000704,lcsh_id,reinforcement learning,discipline,Q2539,machine learning,Q2539,machine learning,,,,4825546-4,sh92000704,006.31,,03511335n,,,Q325.6
Q9174,religion,sh85112549,lcsh_id,religion,major,,,,,,,1093763,4049396-9,sh85112549|sh2002007663,200,300054300,,,,
Q670732,religious law,4030746-3,gnd_id,religious law,major,,,,,,,,4030746-3,,,,,,,
Q34187,religious studies,sh85112556,lcsh_id,religious studies,discipline,Q34749,social science,Q64687996,theology and religious studies,,,,4049426-3,sh85112556,,,,,,
Q1472062,remote communication,4171041-1,gnd_id,remote communication,discipline,Q11024,communication,,,,,,4171041-1,,,,,,,
Q1425625,reproducibility,sh94003448,lcsh_id,reproducibility,discipline,Q133798571,epistemological values,Q46857,scientific method,,,,4586094-4,sh94003448,,,,,,
Q11990,reproduction,sh85112953,lcsh_id,reproduction,discipline,Q2996394|Q11398090,biological process|creation,,,,,,4017982-5,sh85112953,571.8,,00012995n,Reproduction,,
Q3640158,reproductive biology,300265209,aat_id,reproductive biology,discipline,Q420,biology,,,,,,,,,300265209,,,,
Q106099201,reptile anatomy,sh85112965,lcsh_id,reptile anatomy,discipline,Q8198634|Q10818163,animal anatomy|vertebrate anatomy,,,,,1095022,,sh85112965,,,,,,QL669
Q653838,rescue archaeology,4172069-6,gnd_id,rescue archaeology,major,,,,,,,,4172069-6,,,300263442|300379376,,,,
Q42240,research,sh85113021,lcsh_id,research,discipline,Q21004260|Q1914636|Q3249551|Q117460485,inquiry|activity|process|education and research,Q336,science,Q112666400|Q276099|Q1298668|Q1438035,research process|research and development|science project|research design,1095153,4017894-8,sh85113021,001.4,300054687|300254807,00067280n,Research,,Q179.9-Q180.7
Q276099,research and development,658.57,ddc,research and development,discipline,Q17493662|Q105606485|Q17987890,"professional, scientific and technical activities|intellectual activity|knowledge industry",Q112117722,division in classification of productive activities,Q29585741|Q29584794,research and experimental development on natural sciences and engineering|Research and experimental development on social sciences and humanities,,4017897-3,,658.57,,01896010n,ResearchAndDevelopment,,
Q56557294,resource economics,4400948-3,gnd_id,resource economics,discipline,,,Q8134,economics,,,,4400948-3,,,,,,,
Q271707,rheology,531.1134,ddc,rheology,discipline,Q193463|Q228736,continuum mechanics|materials science,,,,,,4049828-1,,531.1134,300379689,,Rheology,,
Q81009,rhetoric,sh85113628,lcsh_id,rhetoric,discipline,Q1799072,method,Q11024,communication,,,1096948,4076704-8,sh85113628|sh00007543,800,300054298,00067608n,Rhetoric,,P301-P301.5
Q327657,rheumatology,sh88000877,lcsh_id,rheumatology,major,,,,,,,,4128646-7,sh88000877,616.723,,,,,
Q2135597,rights policy,4048822-6,gnd_id,rights policy,discipline,,,Q49371,legislation,Q15982348|Q67527759,justice policy|human rights policy,,4048822-6,,,,,,,
Q2349677,road construction,sh85114491,lcsh_id,road construction,major,,,,,,,1098548|1098394,4057887-2,sh85114491|sh85114461,,,,,,
Q170978,robotics,sh85114628,lcsh_id,robotics,discipline,Q180165|Q113104535,"mechatronics|control engineering, mechatronics and robotics",Q8148,industrial sector,,,,4261462-4,sh85114628,629.892,300179504,,Robotics,,
Q1446961,rocket science,1180403177,gnd_id,rocket science,major,,,,,,,,1180403177,,,,,,,
Q1151067,rule,4177368-8,gnd_id,rule,discipline,Q628523|Q16686448,message|artificial object,,,,,,4177368-8,,,,,,,
Q3045473,rural development,sh85115899,lcsh_id,rural development,major,,,,,,,,4034450-2,sh85115899,,300055435,,,,
Q10566551,safety,300055282,aat_id,safety,discipline,Q813912|Q10354783,condition|practice,Q189447|Q2689057|Q2920763,risk management|dependability|nuclear power debate,,,,,,,300055282,,,,
Q336,science,sh85118553,lcsh_id,science,discipline,Q105948247|Q9081|Q221173|Q9471|Q42240|Q105606485,knowledge system|knowledge|outline of academic disciplines|epistemology|research|intellectual activity,Q1881523,"science, technology, engineering, and mathematics",Q12132639|Q7991|Q34749|Q816264|Q5769081|Q1665984|Q6045936|Q42240|Q12042160|Q133897036,scientific worldview|natural science|social science|formal science|experimental science|interdisciplinary science|scientific knowledge|research|scientific literature|predictive science,1108176,4066562-8,sh85118553|sh00007934,001.2,300054462,00069670n,,science,Q
Q2485457,science education,sh85118587,lcsh_id,science education,discipline,Q8434|Q1782301,education|study,,,,,1108387,,sh85118587,507.1,,,ScienceEducation,,
Q2116549,science of journalism,4126878-7,gnd_id,science of journalism,major,,,,,,,,4126878-7,,,,,,,
Q2736989,science of public administration,4137670-5,gnd_id,science of public administration,discipline,Q36442,political science,Q113125740,policy and administration studies,Q55693887,public administration theory,,4137670-5,,,,,,,
Q904708,science policy,sh85118622,lcsh_id,science policy,discipline,Q546113,public policy,,,,,,4140181-5,sh85118622,,,,,,
Q1298668,science project,001.4,ddc,science project,discipline,Q170584|Q7315176,project|research program,Q42240|Q7315176,research|research program,Q123421529,research plan,,4155053-5,,001.4,,,,,
Q1332231,science studies,4129377-0,gnd_id,science studies,major,,,,,,,,4129377-0,,,,,,,
Q12042160,scientific literature,sh85118691,lcsh_id,scientific literature,discipline,Q213051|Q1391420|Q68200780,non-fiction|specialized literature|scholarly literature,,,,,,,sh85118691,808.0665,,,,,
Q103076,screenplay,sh85088064,lcsh_id,screenplay,major,,,,,,,1726675,4127976-1,sh85088064,791.437,300026491,,,,
Q11540953,search,4221436-1,gnd_id,search,discipline,Q4544684|Q1079196,search|command,,,,,,4221436-1,,,,,,,
Q13006147,secondary education,sh85041082,lcsh_id,secondary education,major,,,,,,,903252,4077347-4,sh85041082,373,300054368,,,,
Q1503443,secrecy,sh85119431,lcsh_id,secrecy,discipline,Q30301727,hiding,,,,,1110644,,sh85119431,,300257050,,Secrecy,,
Q26710929,security science,1112677186,gnd_id,security science,discipline,Q1587903|Q5769133,human science|Factual science,,,,,,1112677186,,,,,,,
Q83371,seismology,sh85119634,lcsh_id,seismology,discipline,Q46255,geophysics,Q52107|Q46255,physical geography|geophysics,Q606654,earthquake prediction,1111306,4379341-1,sh85119634,551.22,300266706,,Seismology,,QE531-QE541
Q2267590,self-education,378.17943,ddc,self-education,discipline,Q8434|Q9347372,education|studies,Q7922,pedagogy,,,,4180852-6,,378.17943,,,,,
Q7449051,semantic computing,sh2009007899,lcsh_id,semantic computing,discipline,Q622821,calculation,,,,,,,sh2009007899,,,,,,
Q1045785,semantic network,sh92004914,lcsh_id,semantic network,discipline,Q33002955|Q2479726,knowledge graph|graph data structure,,,,,,4242662-5,sh92004914,,,,,,
Q39645,semantics,sh85119870,lcsh_id,semantics,discipline,Q8162,linguistics,Q8162|Q60195,linguistics|semiotics,,,1112079,4054490-4,sh85119870|sh2001008780,401.43,300054268,00070404n,Semantics,,
Q60195,semiotics,sh85119950,lcsh_id,semiotics,discipline,Q84771819|Q2267705,interdisciplinary program|field of study,,,,,,4054498-9,sh85119950,302.2,300054254,,Semiotics,,
Q3955369,sensation,300055181,aat_id,sensation,discipline,Q5720030,detection,,,,,,,,,300055181,00070494n,,,
Q41796,sentence,sh85120063,lcsh_id,sentence,discipline,Q15916540|Q258403|Q115786086|Q12132146,semantic unit|utterance|form|Q12132146,,,,,,4138320-5,sh85120063,,,00070528n,Sentence,,
Q133250,sequence,sh85120145,lcsh_id,sequence,discipline,Q11348|Q16889133,function|class,,,,,1112884,4017790-7,sh85120145,515.24,300192339,00070574n,OrderedListType,,
Q1732190,sequence stratigraphy,sh2001004460,lcsh_id,sequence stratigraphy,discipline,,,Q134783,stratigraphy,,,,4415907-9,sh2001004460,,,,,,
Q502159,serology,sh85120300,lcsh_id,serology,discipline,Q7193|Q177719|Q101929,microbiology|medical diagnosis|immunology,,,,,,4054613-5,sh85120300,616.0756|616.0795,300380564,,Serology,,
Q7406919,service,338.47,ddc,service,discipline,Q2897903|Q2424752|Q8187769,goods and services|product|economic activity,Q2897903,goods and services,,,,4012178-1,,338.47|381.45,,00070651n,ServicesEconomics,,
Q12482,set theory,sh85120387,lcsh_id,set theory,discipline,,,Q112955904|Q114705834,"mathematical logic, set theory, lattices and universal algebra|theory of sets, relations and functions",,,,4074715-3,sh85120387,511.322,,00070711n,SetTheory,,
Q652122,sewing,sh85120542,lcsh_id,sewing,major,,,,,,,,4171095-2,sh85120542,646,300053658|300261537,,,,
Q170912,sexology,sh90004841,lcsh_id,sexology,discipline,Q9418|Q21201|Q11190,psychology|sociology|medicine,,,,,,4077394-2,sh90004841,306.7|155.3|612.6,,,Sexology,,
Q15116915,show,sh85052948,lcsh_id,show,discipline,Q1656682|Q43099500,event|performing arts production,,,,,,,sh85052948,790,,,,,
Q720362,silviculture,634.95,ddc,silviculture,discipline,Q1791868,cultural technique,Q38112,forestry,,,,4064356-6,,634.95,300179397,,Silviculture,,
Q27939,singing,sh85122827,lcsh_id,singing,discipline,Q1914636|Q6942562,activity|musical performance,,,,,,4020470-4,sh85122827,782|783,300264372,,Singing,,
Q269915,sinology,sh85024195,lcsh_id,sinology,discipline,Q476294|Q162817,oriental studies|East Asian studies,Q476294,oriental studies,,,,4137926-3,sh85024195,495.1|895.1,,00071780n,Sinology,,
Q205961,skill,4016895-5,gnd_id,skill,discipline,Q1347367|Q9081,aptitude|knowledge,,,Q7535186|Q15910354|Q2480597,professional skill|soft skills|life skill,,4016895-5,,,,,SkillsMethod,,
Q11253473,smart device,7525182-6,gnd_id,smart device,discipline,Q2858615|Q2294986,electronic device|smart object,,,,,,7525182-6,,,,,,,
Q29051,social anthropology,306,ddc,social anthropology,discipline,Q23404,anthropology,Q21505779,social and cultural anthropology,,,,4129436-1,,306,300137966,,SocialAnthropology,,
Q1570681,sociology of culture,306,ddc,social anthropology,discipline,Q21201|Q64899361,sociology|culture studies,,,,,,4133431-0,,306,,,SociologyOfCulture,,
Q524273,social geography,304.2,ddc,social geography,major,,,,,,,,4055768-6,,304.2,,,,,
Q908604,social history,sh85123948,lcsh_id,social history,major,,,,,,,1122498,4055772-8,sh85123948,306.09,300054403,,,,
Q3220391,social networking service,sh2006006990,lcsh_id,social networking service,discipline,Q210980|Q202833|Q1668024|Q35127,virtual community|social media|service on Internet|website,Q75,Internet,Q102345381|Q2183753,social media account|post,1741311,,sh2006006990,,300312270,,,,
Q1572493,social pedagogy,4055864-2,gnd_id,social pedagogy,major,,,,,,,,4055864-2,,,,,,,
Q180592,social philosophy,301.01,ddc,social philosophy,discipline,Q5891,philosophy,Q113001585,social and political philosophy,,,,4055876-9,,301.01,,,,,
Q828395,social policy,sh85123985,lcsh_id,social policy,discipline,Q546113|Q769620,public policy|social action,Q7163,politics,Q1451840|Q2588157|Q358238|Q1519812|Q11900327|Q15064326|Q452348|Q11873015|Q1419660|Q919526|Q69883|Q2516371|Q1260003|Q1711347,women's politics|housing policy|family policy|health policy|disability policy|immigration policy|education policy|criminal policy|societal defense|environmental policy|urban planning|transport policy|drug policy|cultural policy,,4055879-4,sh85123985,361.25,,,,,
Q161272,social psychology,sh85123994,lcsh_id,social psychology,discipline,Q9418|Q21201,psychology|sociology,Q113212938,social and personality psychology,,,,4055891-5,sh85123994,302,300054452,,SocialPsychology,,HM1001-HM1281
Q34749,social science,sh85124003,lcsh_id,social science,discipline,Q33122512|Q97929320,"social sciences and humanities|humanities, arts and social sciences",,,Q8134|Q36442|Q23404|Q21201|Q9418|Q3274962|Q187084|Q5001951|Q1071|Q161272|Q382995|Q37732,economics|political science|anthropology|sociology|psychology|social statistics|newspaper studies|business studies|geography|social psychology|legal science|demography,1122877,4055916-6,sh85124003,300,300054314,00072545n,,,H
Q1193625,social science methodology,sh85124011,lcsh_id,social science methodology,discipline,Q46857|Q17079481,scientific method|scholarly method,,,,,,,sh85124011,,,,,,
Q11588306,social services,sh85124049,lcsh_id,social services,discipline,Q7406919,service,,,,,,4055710-8,sh85124049,360,300138069,,,,
Q14565700,social studies,sh85124019,lcsh_id,social studies,major,,,,,,,,4055852-6,sh85124019,,,,,,
Q205398,social work,4055676-1,gnd_id,social work,major,,,,,,,,4055676-1,,,,,,,
Q160845,sociolinguistics,sh85124195,lcsh_id,sociolinguistics,discipline,Q8162,linguistics,,,,,,4077623-2,sh85124195,306.44,300054255,,Sociolinguistics,,
Q21201,sociology,sh85124200,lcsh_id,sociology,discipline,Q34749,social science,,,Q461659|Q2747152|Q15783860|Q829367|Q610859|Q9339103|Q847034|Q594322|Q847486|Q1570681|Q2167019|Q727825|Q112960968|Q105760881,sociology of religion|sociology of science|sociology of work|sociology of education|economic sociology|sociology of organisations|sociology of law|sociology of sport|sociology of knowledge|sociology of culture|environmental sociology|media sociology|sociology of labour markets|branch of sociology,,4077624-4,sh85124200,301,300054453,00072574n,Sociology,,
Q829367,sociology of education,sh85041146,lcsh_id,sociology of education,discipline,Q21201|Q861641,sociology|educational sciences,Q113210417,"education policy, sociology and philosophy",,,,,sh85041146,,,,,,
Q847486,sociology of knowledge,sh85072731,lcsh_id,sociology of knowledge,discipline,Q21201,sociology,,,,,,4066615-3,sh85072731,306.42,300054459,,,,BD175-BD175.5
Q847034,sociology of law,sh85124198,lcsh_id,sociology of law,discipline,Q21201|Q382995,sociology|legal science,,,,,,4048837-8,sh85124198,340.115,,,,,
Q9339103,sociology of organisations,4043788-7,gnd_id,sociology of organisations,discipline,Q1570681|Q1302156,sociology of culture|industrial sociology,Q21201,sociology,,,,4043788-7,,,,,,,
Q461659,sociology of religion,sh85112587,lcsh_id,sociology of religion,discipline,Q21201|Q34187,sociology|religious studies,,,,,,,sh85112587,306.6,300054305,,,,
Q2747152,sociology of science,4066615-3,gnd_id,sociology of science,discipline,Q21201,sociology,,,,,,4066615-3,,,,,,,
Q15783860,sociology of work,306.36,ddc,sociology of work,discipline,Q1570681|Q629107|Q610859|Q9339103|Q21201,sociology of culture|work studies|economic sociology|sociology of organisations|sociology,Q2029930|Q629350,organizational studies|labor studies,,,,4138757-0,,306.36,,,,,
Q1639361,sociotechnical system,sh2015002635,lcsh_id,sociotechnical system,discipline,Q58778,system,,,Q120926552|Q1639378,engineered physical system|social system,,,sh2015002635,,,,,,
Q7397,software,sh85029534,lcsh_id,software,discipline,Q17537576|Q47461344|Q12774177|Q2424752,creative work|written work|means|product,Q68,computer,Q40056|Q494756,computer program|data,,4055382-6,sh85029534,005.3|005,300028566,00021497n,Software,,
Q638608,software development,sh85029535,lcsh_id,software development,discipline,Q1395034|Q739302|Q880371,new product development|economic production|software industry,,,Q105418773|Q80006|Q188522|Q940053|Q80993,requirements capture|computer programming|software testing|software maintenance|software engineering,,4116522-6,sh85029535,005.12,,01834425n,SoftwareDevelopment,,
Q880371,software industry,sh85029538,lcsh_id,software industry,discipline,Q110702998,information technology industry,,,Q29584754|Q20755684,software publishing|software distribution,,,sh85029538,,,,SoftwareIndustry,,
Q940053,software maintenance,sh85124299,lcsh_id,software maintenance,discipline,Q1043452|Q638608,maintenance|software development,,,,,,4197460-8,sh85124299,,,,SoftwareMaintenance,,
Q9161265,soil science,sh85124376,lcsh_id,soil science,major,,,,,,,,4007379-8,sh85124376,,300054557,,,,S590-S599.9
Q1080293,solid mechanics,531,ddc,solid mechanics,major,,,,,,,,4129367-8,,531,,,,,
Q908684,solid-state chemistry,sh85124636,lcsh_id,solid-state chemistry,discipline,Q11372,physical chemistry,Q113135490,macromolecular and materials chemistry,,,,4129288-1,sh85124636,,,,SolidStateChemistry,,
Q11461,sound,sh85125363,lcsh_id,sound,discipline,Q3882459|Q626707,acoustic wave|longitudinal wave,,,,,1126935,4129541-9,sh85125363,534,,00000986n,Sound,,
Q1937950,sound design,7693207-2,gnd_id,sound design,major,,,,,,,,7693207-2,,,,,,,
Q180046,space exploration,sh85096159,lcsh_id,space exploration,discipline,Q6502154|Q15706425,exploration|space research,Q112999614,human expansion in space,Q104499,planetary science,,4117629-7,sh85096159,629.435|500.5|520,,02211032n,SpaceExploration,,
Q1195766,space sciences,sh85125953,lcsh_id,space sciences,discipline,Q338|Q336,cosmology|science,,,,,1127807,4117629-7,sh85125953,629.435,,,,,
Q149013,spatial planning,4048590-0,gnd_id,spatial planning,major,,,,,,,,4048590-0,,,,,,,
Q212105,special education,sh85046212,lcsh_id,special education,major,,,,,,,,4077513-6,sh85046212,371|371.9,300185659,,,,
Q24249534,specialised classification scheme,025.46,ddc,specialised classification scheme,discipline,Q5962346,classification scheme,,,,,,,,025.46,,,ConventionalClassificationType,,
