cip_id,cip_label,cip_header,cip_category,cip_subclass,cip_level,qid,qid_label,qid_description,P31_qids,P31_labels,P279_qids,P279_labels,P361_qids,P361_labels,P101_qids,P101_labels,P2579_qids,P2579_labels,P921_qids,P921_labels,P527_qids,P527_labels,P2283_qids,P2283_labels,P366_qids,P366_labels,P1889_qids,P1889_labels,P1343_qids,P1343_labels,P1269_qids,P1269_labels,P1268_qids,P1268_labels,P2578_qids,P2578_labels,P228_qids,P228_labels,P155_qids,P155_labels,P156_qids,P156_labels,P170_qids,P170_labels,P176_qids,P176_labels,P178_qids,P178_labels,P138_qids,P138_labels,P2348_qids,P2348_labels,P580_qids,P580_labels,P582_qids,P582_labels,P585_qids,P585_labels,P793_qids,P793_labels,P276_qids,P276_labels,P17_qids,P17_labels,P131_qids,P131_labels,P625_qids,P625_labels,P2043_qids,P2043_labels,P2048_qids,P2048_labels,P2049_qids,P2049_labels,P2054_qids,P2054_labels,P2068_qids,P2068_labels,P2101_qids,P2101_labels,P2102_qids,P2102_labels,P2325_qids,P2325_labels,P2326_qids,P2326_labels,P2327_qids,P2327_labels,P4511_qids,P4511_labels,P4512_qids,P4512_labels,P4513_qids,P4513_labels,P215_qids,P215_labels,P2114_qids,P2114_labels,P2115_qids,P2115_labels,P2120_qids,P2120_labels,P1538_qids,P1538_labels,P1539_qids,P1539_labels,P1540_qids,P1540_labels,P2669_qids,P2669_labels,P1419_qids,P1419_labels,P1880_qids,P1880_labels
26.1304,Aquatic Biology/Limnology.,26,13,04,6-digit,Q15756911,Aquatic Biology,scientific journal,Q737498,,,,,,,,,,Q420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1306,Population Biology.,26,13,06,6-digit,Q1098652,population biology,study of biological populations,Q28598684,,Q420,,,,,,,,,,,,,,,,Q7229825,,,,,,,,Q2625603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1307,Conservation Biology.,26,13,07,6-digit,Q1127305,Conservation Biology,academic journal,Q737498,,,,,,,,,,Q641498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1308,Systematic Biology/Biological Systematics.,26,13,08,6-digit,Q7663761,Systematic Biology,journal,Q737498,,,,,,Q3516404,,,,Q3516404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1309,Epidemiology.,26,13,09,6-digit,Q133805,epidemiology,"study of the patterns, causes, and effects of health and disease conditions",Q2465832,,Q843601,,,,,,,,,,,,,,,,,,Q19180675,,,,,,Q12184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1310,Ecology and Evolutionary Biology.,26,13,10,6-digit,Q5333289,ecology and evolutionary biology,"interdisciplinary field of study concerning interactions between organisms and their ever-changing environment, including perspectives from both evolutionary biology and ecology",Q1047113,,Q420,,,,,,,,,,Q7150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1501,Neuroscience.,26,15,01,6-digit,Q15708571,Neuroscience,scientific journal,Q737498,,,,,,,,,,Q207011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1502,Neuroanatomy.,26,15,02,6-digit,Q948647,neuroanatomy,branch of neuroscience,Q11862829,,Q514,,,,,,,,,,,,,,,,,,,,,,,,Q9404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0101,"Mathematics, General.",27,01,01,6-digit,Q829984,Mathematics Genealogy Project,web-based database for the academic genealogy of mathematicians,Q7094076,,,,,,,,,,Q4671207,,Q118862191,,,,,,,,,,,,,,,,,,,,,,,,,,Q11099210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0306,Mathematical Biology.,27,03,06,6-digit,Q751611,mathematical biology,"branch of biology which employs theoretical analysis, mathematical models and abstractions of the living organisms",Q4671286,,Q33521,,,,,,,,,,,,,,,,,,,,,,,,Q4299308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0501,Air Science/Airpower Studies.,28,05,01,6-digit,Q757520,atmospheric sciences,umbrella term for the study of the atmosphere,Q11862829,,Q8008,,,,,,,,,,Q25261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0601,"Strategic Studies, General.",28,06,01,6-digit,Q2353818,strategic studies,interdisciplinary academic field centered on the study of conflict and peace strategies,Q11862829,,Q192386,,Q192386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0201,"Intelligence, General.",29,02,01,6-digit,Q1665657,Intelligence,peer-reviewed academic journal of psychology,Q737498,,,,Q77468620,,,,,,Q83500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0207,Cyber/Electronic Operations and Warfare.,29,02,07,6-digit,Q3182559,Cyberpunk 2077,2020 role-playing video game developed by CD Projekt RED,Q7889,,,,,,,,,,Q174526,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1172164,,Q174526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0406,Military Information Systems Technology.,29,04,06,6-digit,Q102430691,military information systems technology,,Q11862829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0801,Mathematics and Computer Science.,30,08,01,6-digit,Q96727858,Mathematics and Computer Science,US scientific journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.1001,Biopsychology.,30,10,01,6-digit,Q846566,behavioral neuroscience,"field of scientific study; the application of the principles of biology to the study of physiological, genetic, and developmental mechanisms of behavior in humans and other animals",Q60680430,,Q9418,,,,,,,,,,,,,,,,Q2115942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.1301,Medieval and Renaissance Studies.,30,13,01,6-digit,Q110319867,Medieval and Renaissance Studies,,Q84771819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.1501,"Science, Technology and Society.",30,15,01,6-digit,Q192864,Science,academic journal of the American Association for the Advancement of Science,Q41298,,,,,,Q336,,,,Q336,,Q7762584,,,,,,Q525592,,,,,,,,,,,,,,,,,,,,,,,,,,1880-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.1701,Behavioral Sciences.,30,17,01,6-digit,Q3919817,behavioral sciences,exploration of the cognitive processes within organisms and the behavioral interactions between organisms in the natural world,Q2465832,,Q33122512,,,,,,,,,,Q7922,,,,,,,,,,,,,,Q9332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.1801,Natural Sciences.,30,18,01,6-digit,Q7991,natural science,branch of science about the natural world,Q2465832,,Q336,,,,,,,,,,Q413,,,,,,Q484591,,Q19219752,,,,,,Q7860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.2201,Ancient Studies/Civilization.,30,22,01,6-digit,Q439072,classical studies,"study of the cultures of the ancient Near East, Europe and North Africa",Q336,,Q928786,,,,,,,,,,,,,,,,,,Q19219752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.2501,Cognitive Science.,30,25,01,6-digit,Q147638,cognitive science,interdisciplinary scientific study of the mind and its processes,Q2267705,,Q8162,,,,,,,,,,Q9471,,,,,,,,,,,,,,Q9420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.2601,Cultural Studies/Critical Theory and Analysis.,30,26,01,6-digit,Q1143546,cultural studies,academic field of critical theory and literary criticism,Q1047113,,Q23404,,Q113128675,,,,,,,,Q1662673,,,,,,Q50641,,,,,,,,Q11042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.2701,Human Biology.,30,27,01,6-digit,Q2093146,Human Biology,Academic journal,Q5633421,,,,,,,,,,Q27172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.2801,Dispute Resolution.,30,28,01,6-digit,Q5282696,dispute resolution,"act of resolving disputes, with techniques that can assist the resolution of antagonisms between parties that may include citizens, corporations, and governments",Q11862829,,Q1194317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.2901,Maritime Studies.,30,29,01,6-digit,Q15761133,Maritime Studies,journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.3001,Computational Science.,30,30,01,6-digit,Q117801,computational science,field concerned with constructing mathematical models and quantitative analysis techniques and using computers to analyze and solve scientific problems,Q2465832,,Q21198,,,,,,,,,,,,,,Q2329,,Q21198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.3301,Sustainability Studies.,30,33,01,6-digit,Q7649562,sustainability studies,field of research,Q2465832,,Q36442,,,,,,,,,,,,,,,,,,,,,,,,Q219416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0501,"Health and Physical Education, General.",31,05,01,6-digit,Q113698748,health and physical education,school subject in Japan,Q362165,,Q243253,,,,,,,,,,,,,,,,,,,,Q60894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0508,Sports Studies.,31,05,08,6-digit,Q135529961,sports studies,academic discipline,Q11862829,,Q69975710,,,,,,,,,,Q1426617,,,,,,Q1298380,,,,,,,,Q349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0601,Outdoor Education.,31,06,01,6-digit,Q1508666,outdoor education,organized learning that takes place in the outdoors,,,Q8434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0109,Second Language Learning.,32,01,09,6-digit,Q1455178,second-language acquisition,process in which a second or additional language is acquired after the first language has been learned,Q11862829,,Q118500400,,,,,,Q160845,,,,,,,,,,Q815859,,Q124156602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0108,Sports and Exercise.,36,01,08,6-digit,Q1298380,sports science,interdisciplinary study of physical activity,Q1047113,,Q336,,,,,,,,,,Q193378,,,,,,Q135529961,,,,,,,,Q349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0117,Theatre/Theater.,36,01,17,6-digit,Q11635,theatre art,art of creating stories and performing them live in front of public,Q45971958,,Q184485,,,,,,Q60971539,,,,Q24354,,,,,,Q11812394,,Q61070632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0119,Aircraft Pilot (Private).,36,01,19,6-digit,Q2095549,aircraft pilot,person controlling an aircraft in flight,Q28640,,Q373021,,,,,,,,,,,,,,,,Q373021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0001,"Philosophy and Religious Studies, General.",38,00,01,6-digit,Q110419456,Philosophy and religious studies,fields of research,Q11862829,,,,,,,,,,,,Q5891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0103,Ethics.,38,01,03,6-digit,Q9465,ethics,"branch of philosophy that systematizes, defends, and recommends concepts of right and wrong conduct",Q11862829,,Q5891,,,,,,,,Q9332,,,,,,,,Q7155,,Q302556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0202,Buddhist Studies.,38,02,02,6-digit,Q1000976,Buddhist studies,academic study of Buddhism,Q11862829,,Q34187,,,,,,,,,,,,,,,,,,,,,,,,Q748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0203,Christian Studies.,38,02,03,6-digit,Q1084018,Christian education,Christian approaches to education and parenting,,,Q1217379,,,,,,,,,,Q118836545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0204,Hindu Studies.,38,02,04,6-digit,Q5766501,Hindu studies,study of traditions and practices of the Indian subcontinent,Q4671286,,Q34187,,,,,,,,,,,,,,,,,,,,,,,,Q9089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0205,Islamic Studies.,38,02,05,6-digit,Q843909,Islamic studies,study of Islam,Q1047113,,Q476294,,,,,,,,,,Q757248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0201,Bible/Biblical Studies.,39,02,01,6-digit,Q1845,Bible,collection of sacred books in Judaism and Christianity,Q12910132,,Q846882,,,,,,Q794605,,Q9268,,Q19786,,,,,,Q2375917,,Q123560817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0401,Religious Education.,39,04,01,6-digit,Q15755032,Religious Education,academic journal,Q737498,,,,,,,,,,Q309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0606,Talmudic Studies.,39,06,06,6-digit,Q26830783,Talmudic studies,academic discipline,Q4671286,,Q42002,,,,,,,,,,,,,,,,,,,,,,,,Q43290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0701,Pastoral Studies/Counseling.,39,07,01,6-digit,Q104469512,pastoral studies,,Q11862829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0705,Lay Ministry.,39,07,05,6-digit,Q6505424,lay minister,Christian minister not ordained or regarded as clergy,Q12737077,,Q15995642,,,,,,,,,,,,,,,,Q924774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0201,Astronomy.,40,02,01,6-digit,Q333,astronomy,natural science studying celestial objects and phenomena in the cosmos,Q2465832,,Q475023,,,,,,Q1332231,,,,,,,,,,Q5860078,,Q19219752,,,,,,Q6999,,,,,,,,,,,,,,Q527,,,,-8000-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0202,Astrophysics.,40,02,02,6-digit,Q37547,astrophysics,science that employs the methods and principles of physics and chemistry in the study of astronomical objects and phenomena,Q11862829,,Q413,,,,,,,,,,,,,,,,,,Q2041543,,,,,,Q4274059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0404,Meteorology.,40,04,04,6-digit,Q25261,meteorology,"branch of science dealing with the study of atmospheric phenomena and the short term variation of weather conditions including wind, precipitation, temperature, humidity, cloud cover, and air pressure",Q2465832,,Q8008,,,,,,,,,,Q130304502,,,,,,Q394,,Q602358,,,,,,Q11663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0501,"Chemistry, General.",40,05,01,6-digit,Q898737,Chemistry—A European Journal,scientific journal for chemistry in Europe,Q5633421,,,,,,,,,,Q2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0502,Analytical Chemistry.,40,05,02,6-digit,Q485223,Analytical Chemistry,journal,Q737498,,,,,,,,,,Q2346,,,,,,,,Q15817559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0503,Inorganic Chemistry.,40,05,03,6-digit,Q902828,Inorganic Chemistry,peer-reviewed scientific journal,Q737498,,,,,,,,,,Q11165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0504,Organic Chemistry.,40,05,04,6-digit,Q11351,organic chemistry,"subdiscipline within chemistry involving the scientific study of carbon-based compounds, hydrocarbons, and their derivatives",Q4671286,,Q2329,,Q2329,,,,,,,,,,,,,,,,Q19190511,,,,,,Q174211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0507,Polymer Chemistry.,40,05,07,6-digit,Q7226540,Polymer Chemistry,journal,Q5633421,,,,,,,,,,Q2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0508,Chemical Physics.,40,05,08,6-digit,Q2944313,Chemical Physics,journal,Q737498,,,,,,,,,,Q2001702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0509,Environmental Chemistry.,40,05,09,6-digit,Q321355,environmental chemistry,scientific study of the chemical and biochemical phenomena that occur in natural places,Q11790203,,Q2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0510,Forensic Chemistry.,40,05,10,6-digit,Q3489716,forensic chemistry,forensic application of the study of chemistry,Q11790203,,Q2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0511,Theoretical Chemistry.,40,05,11,6-digit,Q321150,theoretical chemistry,branch of chemistry which develops and applies theoretical concepts,Q11790203,,Q2329,,Q2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0601,"Geology/Earth Science, General.",40,06,01,6-digit,Q1069,geology,"study of the composition, structure, physical properties, and history of Earth's components, and the processes by which they are shaped",Q1047113,,Q7991,,,,,,,,,,,,,,,,Q3508604,,Q20078554,,Q8008,,,,Q83296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0602,Geochemistry.,40,06,02,6-digit,Q161764,geochemistry,science that applies chemistry to geological systems,Q1665984,,Q2329,,,,,,,,,,,,,,,,,,Q20078554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0604,Paleontology.,40,06,04,6-digit,Q7205,paleontology,scientific study of the past of life on Earth through fossils,Q11862829,,Q1402508,,Q8008,,,,,,,,,,,,,,,,Q602358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0801,"Physics, General.",40,08,01,6-digit,Q413,physics,"study of matter and its motion, along with related concepts such as energy and force",Q475023,,Q7991,,,,,,,,,,,,,,,,Q14632398,,Q602358,,,,,,Q11379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0806,Nuclear Physics.,40,08,06,6-digit,Q1134929,Nuclear Physics,scientific journal,Q737498,,,,,,,,,,Q81197,,Q2339050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956-01-01T00:00:00Z,,1966-01-01T00:00:00Z,,,,,,,,Q29999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0807,Optics/Optical Sciences.,40,08,07,6-digit,Q14620,optics,branch of physics concerning light,Q627436,,Q7991,,Q413,,,,,,,,,,,,,,Q618211,,Q602358,,,,,,Q9128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0809,Acoustics.,40,08,09,6-digit,Q82811,acoustics,"science that deals with the study of all mechanical waves in gases, liquids, and solids including vibration, sound, ultrasound and infrasound",Q11862829,,Q413,,,,,,,,,,,,,,,,,,Q602358,,,,,,Q11461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0810,Theoretical and Mathematical Physics.,40,08,10,6-digit,Q4679014,Theoretical and Mathematical Physics,journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1001,Materials Science.,40,10,01,6-digit,Q228736,materials science,"research, discovery and design of physical materials (especially solids)",Q2465832,,Q7991,,,,,,,,,,,,,,,,Q1710723,,,,,,,,Q214609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1002,Materials Chemistry.,40,10,02,6-digit,Q908684,solid-state chemistry,"study of the synthesis, structure, and properties of solid phase materials",Q11790203,,Q11372,,Q113135490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0301,Chemical Technology/Technician.,41,03,01,6-digit,Q911772,chemical technology,technology that processes or produces chemicals,Q4671286,,Q11016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0101,"Psychology, General.",42,01,01,6-digit,Q9418,psychology,study of mental functions and behaviours,Q44597158,,Q1587903,,,,,,,,,,Q16270338,,,,,,,,Q19180675,,Q17212463,,,,Q12047512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.2709,Psychopharmacology.,42,27,09,6-digit,Q1422802,Psychopharmacology,scientific journal,Q5633421,,,,,,,,,,Q128406,,,,,,,,,,,,,,,,,,,,Q27712861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.2807,Clinical Child Psychology.,42,28,07,6-digit,Q5133753,Clinical Child Psychology and Psychiatry,journal,Q5633421,,,,,,,,,,Q175002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.2808,Environmental Psychology.,42,28,08,6-digit,Q618752,environmental psychology,study of the interplay between individuals and their surroundings,Q2465832,,Q9418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
